"app_id","GOOD","app_date","disp_income","occ_code","cust_age","time_emp","res_indicator","I_03","I_04","ER_01","ER_02","I_05","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02"
12325,"1","JAN2006",0,"SG",22,1,"R",4,2,12.9425,0,21.33,0.0435028644,46.4453125,1,2,0,"3",1.29
12305,"1","JAN2006",220,"SO",23,1.6,"P",48,1,12.22,3.1,13.83,0.2275842675,55.921875,1.12,1,0,"3",2.15
12309,"1","JAN2006",1,"SF",19,1,"P",12.415,1.07,13.74,1.04,16.84,0.0759295176,49.53125,1.07,0,5.82999999999987,"5",2.375
12323,"0","JAN2006",1,"SB",26,1.49,"R",16,1,10.41,2.65,19.1066666666667,0.3005564418,73.328125,1.09,1,0,"3",2.09
12349,"1","JAN2006",260,"SB",33,1.59,"P",11,1,3,3.8,23.872,0.0215896982,75.640625,1.06,1,0,"3",4
12354,"1","JAN2006",0,"SO",17,0.85,"P",22.8833333333333,1.03,13.17,2.08,17.935,0,60.3016796875,1.14,0,10.9599999999998,"5",2.5
12346,"1","JAN2006",1,"SD",22,6,"R",15.44,1.33,9.2425,2.79,15.52,0.1172161943,37.359375,1.1,0,421.61,"5",1.96
12345,"0","JAN2006",0,"SA",19,2,"P",8,1,10.2825,1.24142857142857,11,0.0200288991,42.2109375,1,1,478,"3",1.84166666666667
12353,"0","JAN2006",1,"SE",24,1.34,"R",34,1,7.23,2.04,11.14,0,54.3359375,1.1,0,19.7499999999999,"5",2.085
12358,"0","JAN2006",0,"SO",32,1,"R",13,1,11.4,2.77166666666667,19.7775,0.1740224538,85.984375,1,1,276,"3",0.87
12336,"0","JAN2006",0,"SE",29,1,"R",14.375,1,8.125,1.97,13.7,0.0073988988,40.4453125,1,0,195.64,"5",0
12332,"0","JAN2006",0,"SB",19,1.22,"R",2,1.12,11.405,1.23,20.5,0.045696745,61.71875,1,0,121.526666666667,"5",0
12334,"0","JAN2006",0,"SO",21,3,"R",13.3566666666667,1.14,11.18,0,15.06,0.0922163646,48.5,1,0,501.37,"5",0
12381,"1","JAN2006",320,"SB",23,1.84,"P",15,1,1,2.67,15,0.2728557354,63.84375,1,1,0,"3",1
12375,"1","JAN2006",1,"SC",28,1.34,"R",14.54,1.12,0,2.07,2,0.1842526579,50.7578125,1.28,0,7.8299999999999,"5",2.15
12386,"1","JAN2006",0,"SO",19,1,"P",10.6879761904762,1.01,11.71,0.87,19.285,0,61.775078125,1.11,0,13.1566666666665,"4",2.70823529411765
12385,"1","JAN2006",300,"SH",23,1.64,"P",17.46,1.27,16.64,4.78,12.58,0.1643537963,29.50390625,1.13,0,86.11,"5",2.25
12376,"0","JAN2006",60,"SC",18,1,"P",53,1,27,0,25,0,81.21875,1.062,1,0,"3",2.209
12401,"1","JAN2006",120,"SO",18,1.01,"P",14.92,1.03,10,1,30,0,66.453125,1.14,0,-1.53477230924182e-13,"5",2.4
12395,"1","JAN2006",400,"SE",20,1.9,"P",2,2,19,2,25,0,48.2890625,1,1,540,"3",1.69
12403,"1","JAN2006",0,"SB",19,1,"R",8.18,1.05,12.92,1.02,14.36,0.0182637173,29.1640625,1.14,0,17.1066666666666,"5",2.5
12406,"0","JAN2006",0,"SE",19,1,"R",11.2,1.08,9.5,1.02,12.7166666666667,0.2274866365,52.2734375,1.04,0,26.6266666666666,"5",2.2
12426,"1","JAN2006",1,"SB",23,1.39,"P",20.62,1.23,10,3.26,39,0.1609604759,78.859375,1.05,0,23.2999999999999,"5",2.34
12430,"1","JAN2006",0,"SN",21,2,"P",29,1,20,3,105,0.0038772542,93.109375,1,1,404,"3",1.09
12420,"1","JAN2006",180,"SO",18,1.16,"P",50,1,13,0,8,0,90.25,1.05,1,0,"3",1.9
12424,"1","JAN2006",200,"SO",23,1.99,"P",27,1,9.51666666666667,4,1,1.5350751802,71.921875,1.265,0,118.76,"5",1.86
12446,"1","JAN2006",0,"SO",19,1.08,"P",14,1,12,0,28,0,61.7890625,1.03,1,0,"3",1.83823529411765
12449,"1","JAN2006",1,"SO",26,1.08,"R",18.5,1.03,4.78,1.87,8.21,0.0573882001,42.4453125,1.1,0,15.7799999999999,"5",2.265
12441,"1","JAN2006",2,"SO",20,1.22,"R",13.43,1.08,7.64,1.36,7.9,0.1039427703,52.265625,1.06,0,0.969999999999882,"5",2.105
12436,"0","JAN2006",0,"SE",22,3,"P",22.63,1.43,29,4,2,0.0272301007,33.3046875,1,0,721.295,"5",2
12483,"1","JAN2006",200,"SO",21,4,"P",26,1,12,3,17,0.0155077074,89.171875,1,1,698,"3",0.708
12475,"1","JAN2006",0,"SB",19,1,"P",10.5475,1.06,21,2,10,0.1009398918,34.140625,1.08,0,8.04666666666654,"5",2.88
12464,"1","JAN2006",680,"SE",23,2.68,"R",5,1,9.02,0,1,0.0276457409,19.6328125,1,0,614.784666666667,"1",0
12480,"1","JAN2006",500,"SB",33,1.27,"R",2,1,8.17,2.34,15.33,0.137753366,69.90625,1.17,1,0,"3",2.17
12482,"0","JAN2006",0,"SO",20,1,"P",7,1.06,1,2,5,0.0448157127,60.6171875,2,0,60.08,"5",2
12504,"1","FEB2006",0,"SE",18,1,"P",13.9216666666667,1.43,0,0,14,0,49.7265625,1,0,76.668,"5",0
12510,"1","FEB2006",0,"SB",19,1,"P",4,2,9,0,5,0.2366466946,64.5,1,2,593,"3",4
12507,"1","FEB2006",1,"SK",28,1.44,"R",6,3,8.765,1.71,13.995,0.3334980356,51.609375,1,3,0,"3",2
12505,"1","FEB2006",2,"SE",28,1.23,"R",16.62,1.06,5.51,1.47,9.11,0.156153928,43.6640625,1.17,0,54.2,"5",2.135
12508,"0","FEB2006",500,"SE",22,1.27,"R",13.65,1.14,7.86,1.62,12.82,0.3095444338,38.96875,1,0,114.6,"5",0
12503,"0","FEB2006",440,"SO",18,1.05,"R",13.57,1.03,9.75,0.33,11.09,0,54.53125,1.19,0,14.6299999999999,"5",2.23
12498,"0","FEB2006",0,"SA",25,1,"P",17.8,1.12,9.47,2.47,10.44,0.1655356637,39.15625,1.14,0,10.2099999999999,"5",2.39
12521,"1","FEB2006",300,"SO",20,1.14,"R",3,1,9.64333333333333,0,10.38,0.347141766,50.0546875,2,1,0,"3",1
12522,"0","FEB2006",0,"SD",31,1,"R",6,1,8.545,0,14.4,0.3728937795,51.890625,1.14,1,0,"3",3
12527,"0","FEB2006",0,"FT",21,1.17,"R",15.44,1.07,7.5,1.28,11.81,0.0823295852,57.3828125,1.21,0,10.7199999999999,"5",2.235
12557,"1","FEB2006",0,"SO",21,1.17,"R",11.33,1.09,7.55,1.09,12.63,0.2158451919,64.34375,1.24,0,2.12999999999988,"5",2.77
12544,"1","FEB2006",1,"SO",19,1.07,"R",13.74,1.07,7.79,0.76,13.36,0.360615476,64.5,1.21,0,17.3699999999999,"5",2.215
12551,"0","FEB2006",1340,"SO",29,1.45,"R",17,3,12.05,5,15.6733333333333,0.5023728013,46.453125,1,1,7,"3",1.44
12545,"0","FEB2006",300,"SO",28,1.22,"R",19.36,1.17,5.95,2.09,6.1,0.0280774822,21.5546875,1.28,0,13.1399999999999,"5",2.31
12563,"1","FEB2006",0,"SO",19,1.02,"P",4,1,11,1,23,0.0146419746,38.4296875,1.15,1,0,"3",2.38823529411765
12580,"1","FEB2006",1,"FT",34,1.12,"R",16.89,1.04,7.58,1.32,13.05,0,44.3250390625,1.24,0,11.7299999999999,"4",2.27
12574,"1","FEB2006",0,"SB",20,1.23,"R",16.64,1.05,10.1333333333333,1.232,12.2,0,46.037294921875,1.13,0,9.80999999999988,"4",2.065
12590,"1","FEB2006",0,"SC",18,1,"P",6,1,20,0.510133333333333,16,0.1833173274,49.828125,2,1,456,"3",0
12587,"0","FEB2006",1,"SB",22,1.31,"R",12.814,1.16,7.93461538461538,1.51,13.31,0.4908731719,57.3828125,1,0,107.12,"5",0
12599,"0","FEB2006",0,"SG",21,3,"R",22.75,1.22,11.06,2.72,16.3,0,60.723896484375,1.16,0,58.44,"4",2.18333333333333
12627,"1","FEB2006",1460,"SM",26,1.58,"P",20,1,15,7,24,0.0337538124,45.0703125,1.25,1,0,"3",2.585
12629,"1","FEB2006",500,"SO",19,1.42,"P",12.3,1.09,7,2,4,0.0489167786,28.17578125,1.26,0,37.93,"5",2.365
12630,"1","FEB2006",1,"SD",23,6,"R",3,1,8.87,2.24,20.68,0.2727529267,62.0546875,1,1,0,"3",2
12628,"1","FEB2006",780,"SO",38,1.38,"R",18.61,1.14,5.2,2.76,4.68,0.0252301511,26.6953125,1.24,0,35.4899999999999,"5",2.25
12620,"0","FEB2006",0,"SO",28,4,"P",98,2,12.6866666666667,5.59,21.25,0.0096621679,25.6328125,1,1,689,"3",1.26
12643,"1","FEB2006",100,"SF",27,1.91,"P",32,1,25,5.32,28,0.4299262771,24.7890625,1.41,1,0,"3",2.20333333333333
12637,"1","FEB2006",700,"FT",19,1.27,"P",4,3,7,2,25,0,64.71875,2,2,0,"3",0
12634,"1","FEB2006",0,"SH",18,1,"P",10.2788888888889,1.105,2,0,13.835,0.2847126462,50.921875,1,0,67.848,"5",1
12639,"1","FEB2006",800,"SO",18,1.08,"P",10.5,1.07,1,0,11.9833333333333,0.0110709148,39.4453125,1.19,0,46.06,"5",2.39
12638,"1","FEB2006",160,"FT",19,1.32,"P",35,1,14.285,13,18.1766666666667,0.0530572481,40.6015625,1.22,1,0,"3",2.475
12641,"1","FEB2006",900,"SO",19,1.08,"R",4,1,9.84,0,13.84,0.1367606954,57.34375,1.44,1,0,"3",2.41823529411765
12640,"1","FEB2006",0,"SL",19,1,"P",3,1,0,2,13.9366666666667,0.1635066504,56.59375,1.21,1,0,"3",2.50916666666667
12633,"1","FEB2006",1,"SE",30,1.31,"R",15.71,1.15,4.29,1.65,13.52,0.358808022,65.578125,1.18,0,36.3399999999999,"5",1.985
12658,"1","FEB2006",120,"SO",18,0.9825,"P",13.5,1.02,27,0,4,0,63.7734375,1.25,0,21.9399999999999,"5",2.555
12656,"1","FEB2006",0,"SK",19,1,"P",9,1.04,18,1.09,2,0.0158933486,70,1.14,0,16.8199999999999,"5",3
12648,"1","FEB2006",1760,"SM",43,1,"R",9,1,11.17,0,16.7266666666667,0,48.96875,1.29,1,0,"3",4
12678,"1","FEB2006",0,"SA",19,1,"P",12.115,1.05,2,0.66,7,0.0583055317,45.0390625,1.13,0,11.4199999999999,"5",2.565
12679,"1","FEB2006",1,"SO",19,1.08,"R",14.56,1.02,7.81,0.78,10.205,0,46.1545182291667,1.24,0,8.19999999999988,"4",2.17823529411765
12676,"0","FEB2006",0,"SO",23,1.19,"R",13.64,1.02,6.23,1.13,10.595,0,49.5859375,1.24,0,9.18999999999988,"5",2.325
12675,"0","FEB2006",0,"FT",25,1.07,"R",18.61,1.09,6.66,1.39,13.37,0.0709807656,60.0859375,1.2,0,17.4999999999999,"5",2.215
12709,"1","FEB2006",0,"SA",19,1,"P",50,1,10,1.63,28,0,65,1.09,1,0,"3",2.27
12690,"1","FEB2006",0,"SO",18,0.929090909090909,"P",2,1,7,0,27,0,64.40625,2,1,0,"3",0
12712,"1","FEB2006",0,"SO",21,1,"P",18,2,2,2.32,13,0.1580314212,71.484375,2,1,0,"3",1
12695,"1","FEB2006",360,"SO",21,2.39,"P",23.93,1.3,26,4,13,0,84.03125,2,0,336.56,"5",1
12705,"0","FEB2006",0,"SA",21,1,"R",12.61,1.12,8.57,1.21,8.57,0.0225750695,40.515625,1.12,0,0.999999999999887,"5",2.455
12735,"1","FEB2006",1,"SD",22,1,"P",27,2,6,4,39,0.083363778,86.140625,1,1,182,"3",1.13
12726,"1","FEB2006",0,"SO",16,0.86,"P",12.54,1.04,6,0.253333333333333,12,0,76.0625,1.22,0,8.69999999999985,"5",2.03
12722,"1","FEB2006",0,"SO",18,0.85,"P",12.68,1.02,7,0,2,0,43.671875,1.3,0,13.2999999999999,"5",2.26
12731,"1","FEB2006",460,"SB",21,1.61,"P",15.52,1.08,10.2166666666667,2.76666666666667,14.03,0.1658775788,52.0859375,1.09,0,2.15999999999989,"5",2.25
12721,"1","FEB2006",1,"SF",23,1.27,"R",18.8166666666667,1.23,9.2,2.67,11.82,0.5812901296,38.421875,1.2,0,6.78999999999989,"5",2.14
12734,"0","FEB2006",0,"SC",19,1,"P",2,1,10,1,19,0.379502506,59.421875,1,1,0,"3",1
12743,"0","FEB2006",0,"SE",20,2,"R",12,1,2,0,8,0.0290683157,72.109375,1,1,1138,"3",1.5715
12733,"0","FEB2006",0,"SB",22,1.24,"R",16.99,1.21,6.95,1.3,10.66,0.7702401094,29.8359375,1.34,0,12.2399999999999,"5",2.22
12756,"1","FEB2006",0,"SM",19,1.21,"P",10,1,5,1.795,15,0,69.375,1.13,1,0,"3",2.94966386554622
12749,"1","FEB2006",1,"SO",18,1.17,"R",4,1,7.45,1.92,1,0.2719196845,44.34375,3,1,0,"3",1
12755,"1","FEB2006",0,"SB",23,1.14,"R",14.5666666666667,1.08,5.17,1.24,8.69,0.1882635728,29.703125,1.19,0,5.77999999999989,"5",2.22
12750,"1","FEB2006",1,"SB",30,1.18,"R",16.27,1.11,8.28,1.32,12.14,0,45.50287109375,1.15,0,5.87999999999989,"4",2.04
12768,"1","FEB2006",660,"SN",18,1.02,"P",9.645,1.23,11.08,0.57,16.52,0.1711743241,43.3984375,1,0,70.9,"5",1
12806,"1","FEB2006",1,"SB",23,1.47,"R",15.16,1.18,9.31,2.22,19.04,0.0737660404,83.0625,1.16,0,5.75999999999988,"5",2.185
12798,"1","FEB2006",1,"SA",21,1.14,"R",12.75,1.08,7.31,1.13,10.29,0,30.0078125,1.17,0,0.269999999999898,"5",2.425
12799,"0","FEB2006",0,"SO",21,1.13,"R",10.39,1.04,9.26,1.07,8.29,0.1012030276,48.59375,1.21,0,0.969999999999884,"5",2.93
12810,"1","FEB2006",600,"SO",18,1.65,"P",20.05,1.77,0,4.09,16,0.1150114378,64.578125,1,0,129.26,"5",0
12829,"1","FEB2006",0,"SE",20,1,"P",12,1.16,2,1,6,0,64.8125,2,0,170.01,"5",0
12818,"1","FEB2006",280,"FT",49,1.2,"R",45,1,9.17666666666667,0,15.01,0.4407662218,34.0390625,2,0,124.36,"5",1
12825,"0","FEB2006",720,"SF",33,1.31,"R",14.03,1.22,8.09,1.83,8.46,0.0695847655,28.92578125,1.27,0,119.5,"5",1.88
12844,"1","FEB2006",0,"SO",21,1,"R",3,2,28,3.21,15,0.0505856595,53.09375,1,2,569,"3",1
12849,"1","FEB2006",60,"SF",20,2,"P",16,1,10.75,3,15,0.2952330746,83.828125,1.14,1,0,"3",2.08
12837,"1","FEB2006",0,"SC",32,1.27,"R",15.83,1.2,5.67,1.43,7.8,0.0410937979,20.5859375,2,0,66.82,"5",1
12839,"0","FEB2006",600,"SO",19,1.25,"P",18,1,23,2,7,0.1467812276,43.640625,1.22,1,0,"3",2.355
12870,"1","FEB2006",400,"SB",21,3,"P",7,1,12,3,35,0.0432879579,60.40625,1,1,576,"3",1
12869,"1","FEB2006",120,"SO",18,1.1,"P",10.47,1.07,12,0,21,0,22.0703125,1.14,0,21.3499999999999,"5",2.55
12874,"1","FEB2006",0,"SO",18,0.879090909090909,"P",29,1,3,0,10,0,76.125,1.22,1,0,"3",1.66880952380952
12863,"1","FEB2006",1,"SO",29,1.44,"R",11,3,9.97,0,13.1733333333333,0.370343986,59.890625,1,2,0,"3",4
12862,"1","FEB2006",100,"SO",25,1.44,"R",16.52,1.03,6.75,1.45,8.575,0,42.798720703125,1.2,0,5.34999999999989,"5",2.31
12887,"1","FEB2006",1,"SA",27,1.77,"H",14,1,9.9,3,12.968,0.3391854679,42.859375,1.15,1,0,"3",1.96
12896,"1","FEB2006",120,"SA",19,1.04,"P",13,1.21,2,0,14.9091666666667,0.0918783285,27.16796875,1,0,81.31,"5",1
12890,"1","FEB2006",0,"SB",45,1.01,"R",13.64,1.24,6.1,2.31,11.31,0.5478379056,34.9609375,1.25,0,2.3199999999999,"5",2.12
12883,"1","FEB2006",1300,"SO",28,1,"R",12.96,1.29,10.33,0,9.73,0.1329246997,53.140625,1.19,0,39.5399999999999,"5",3
12895,"0","FEB2006",1,"SO",20,2,"P",9,1,18,3,25,0,54.5234375,1.10333333333333,1,0,"3",4
12885,"0","FEB2006",0,"SL",22,1.27,"R",17.82,1.11,1,3.38,3,0.1533699292,35.6875,1.24,0,27.1999999999999,"5",2.27
12900,"0","FEB2006",0,"SC",25,0.99,"R",15.44,1.1,5.42,1.44,7.92,0.4386774134,26.81640625,1.37,0,12.9399999999999,"5",2.18
12882,"0","FEB2006",1,"FT",23,1.13,"R",18.12,1.08,7.83,1.36,14.01,0,46.5718359375,1.2,0,5.9199999999999,"4",2.17823529411765
12916,"1","FEB2006",1,"SO",25,1.31,"R",5,1,7.8,2.29,9.36,0,44.74609375,1.23333333333333,1,0,"3",2.41
12915,"1","FEB2006",1340,"SE",25,1.88,"R",4,1,0,3.09,13.64,0.3942978345,59.921875,1,1,0,"3",0
12913,"1","FEB2006",1,"SO",29,1.24,"R",17.05,1.07,5.3,1.26,6.68,0.0139580297,43.47916015625,1.25,0,21.1299999999999,"5",2.29
12949,"1","FEB2006",700,"SO",19,1.09,"P",12.28,1.07,11,1.28,26,0,65.640625,1.11,0,35.17,"5",2.5
12933,"1","FEB2006",80,"SO",18,0.95,"P",12.765,1.02,25,0,16,0.0321089489,79.71875,1.17,0,11.9299999999999,"5",2.445
12939,"1","FEB2006",500,"SN",20,2,"P",17,1,26,3,6,0,55.8515625,1.16,1,0,"3",2.47
12930,"1","FEB2006",440,"SF",42,1.16,"R",16.06,1.09,7.78,1.5,9.1,0.2324843253,47.4453125,1.22,0,8.18999999999989,"5",2.38
12938,"0","FEB2006",1,"SB",38,1,"R",2,3,10.49,3,16.2,0,29.171875,1,3,0,"1",1.62
12958,"1","MAR2006",0,"SB",19,0.9,"P",12.735,1.085,4,1,45,0.2385454001,83.9375,1.16,0,5.51999999999988,"5",2.415
12953,"1","MAR2006",0,"SO",19,1,"P",7,1,10.2366666666667,29,4,0.0736942617,51.2265625,1.25333333333333,1,0,"3",3
12955,"1","MAR2006",0,"SA",20,1.05,"R",10.71,1.07,11.98,2.47,15.35,0.2019304913,61.203125,1.23,0,10.9799999999999,"5",3.07
12957,"0","MAR2006",860,"SO",22,4,"P",4,5,12,5,48,0.0193897166,75.546875,3,2,2054,"3",1
12956,"0","MAR2006",0,"SO",28,1.68,"P",2,2,18,11,39,0.2266214322,53.4453125,2,1,0,"3",1
12968,"0","MAR2006",0,"SB",18,1,"R",16.44,1.04,7.456,0,17.492,0,3.3916015625,1.51333333333333,0,16.4499999999999,"5",1.98
12979,"1","MAR2006",600,"SA",24,1.67,"P",2,1,5,4.08,27,0.0455068744,72.5625,1.35,1,0,"3",2.36
12973,"1","MAR2006",0,"SO",19,0.99,"P",9,1.07,21,2.71,19,0.084709676,73.6875,1.18,0,1.56999999999989,"5",3.13
12982,"1","MAR2006",0,"SO",25,1,"R",11.24,1.07,4,1.18,19,0,39.7578125,1.36333333333333,0,14.4099999999999,"5",2.505
12989,"1","MAR2006",0,"SO",18,0,"P",12.425,1.04,18,1.67,14,0,70.65625,1.17,0,2.11999999999987,"5",2.57
12975,"1","MAR2006",400,"SO",19,1.28,"P",9,1,25,25,12,0,37.390625,1.27333333333333,1,0,"3",2.99
12976,"1","MAR2006",1,"SO",22,1.04,"R",11.47,1.04,5.65,0.86,9.51,0.1132532831,44.78125,1.37333333333333,0,4.37999999999989,"5",2.765
12984,"1","MAR2006",0,"SO",19,1,"R",7.93,1.08,10.0766666666667,2.27,11.75,0.0608860765,22.7734375,1.44333333333333,0,22.9899999999999,"5",2.3
12977,"1","MAR2006",0,"SO",23,1.13,"R",12.36,1.07,7.44666666666667,1,16.325,0.1398034533,64.71875,1.30333333333333,0,12.3899999999999,"5",2.29
12987,"0","MAR2006",400,"SO",20,1.59,"P",18.35,1.17,12.475,4.96,22.03,0,92.328125,1.24,0,22.2199999999999,"5",2.46
13024,"1","MAR2006",0,"SM",24,2.8,"P",4,1,17,6,48,0,87.40625,1,1,0,"3",1
13021,"1","MAR2006",0,"SG",19,1,"P",18,1,12.974,1,26.09,0,66.46875,1,1,0,"3",2
13033,"1","MAR2006",0,"SF",19,1,"P",6,2,12,2,29,0,60.40625,1,1,0,"3",2
13027,"1","MAR2006",2,"SF",25,1.38,"R",14.29,1.12,6.73,2.7,11.65,0,18.2734375,1.36333333333333,0,10.6599999999999,"5",2.125
13020,"1","MAR2006",200,"SC",28,1.29,"R",10.65,1.1,9.89,1.91,11.22,0,41.5473828125,1.39333333333333,0,2.9299999999999,"5",2.72
13001,"1","MAR2006",5000,"SO",61,1.81,"R",17.59,1.61,10.16,7.16,13.38,0,35.218271484376,1.23333333333333,0,152.17,"4",2.07
12999,"1","MAR2006",5000,"SO",61,1.81,"R",17.59,1.61,10.16,7.16,13.38,0,35.218271484376,1.23333333333333,0,152.17,"4",2.07
13028,"0","MAR2006",0,"SO",30,1.54,"R",11,1,4,3.22,10,0.0467372151,69.625,1.20333333333333,1,0,"3",4
13010,"0","MAR2006",0,"SA",19,1,"P",9.76,1.28,15,2,6,0,83.421875,1,0,39.2553333333333,"5",2
13029,"0","MAR2006",0,"SO",23,5,"P",48,1.26,11.4166666666667,4.6,7,0.0129713186,81.609375,2,0,559.49,"5",1
13023,"0","MAR2006",5000,"SO",61,1.81,"R",17.59,1.61,10.16,7.16,13.38,0,35.218271484376,1.23333333333333,0,152.17,"4",2.07
13018,"0","MAR2006",0,"SB",24,1,"R",9.84,1.06,9.37,1.17,15.212,0,46.3231640625,1.32333333333333,0,-1.04876107798191e-13,"4",2.67
12998,"0","MAR2006",0,"SB",26,1.07,"R",11.4,1.02,5.98666666666667,0.96,10.17,0.123621352,46.1484375,1.30333333333333,0,6.9399999999999,"5",2.565
13043,"1","MAR2006",0,"FT",20,1.22,"P",10,1.06,13.79,3.58,18,0.1443999396,64.578125,1.2,0,4.13999999999989,"5",4
13042,"1","MAR2006",0,"SO",24,1.08,"R",9.89666666666667,1.05,8.96666666666667,1.23,11.705,0.2631344022,57.8359375,1.43333333333333,0,18.7699999999999,"5",2.81
13046,"1","MAR2006",1,"SA",20,2,"P",26,1,21,2,58,0.4015083592,83.203125,1,1,0,"3",0
13076,"1","MAR2006",0,"SO",19,1,"P",6,3,20,2,22,0,70.109375,1,2,314,"3",2
13075,"1","MAR2006",0,"SO",19,1,"P",8.336,1.26,22,0,13,0.026112285,68.953125,1,0,57.192,"5",1
13057,"1","MAR2006",100,"SB",24,1.17,"P",9.88,1.05,7.09,0,5,0.2026810353,43.9609375,1.39,0,7.1099999999999,"5",2.73
13065,"1","MAR2006",400,"SO",23,1.45,"R",11.55,1.09,9.06,2.87,9.44,0.430685726,37.2265625,1.34333333333333,0,-1.08570930024143e-13,"5",2.7
13079,"0","MAR2006",1,"SA",19,1,"P",12,1.11,10,0,18,0.0911909167,63.4453125,1.13,0,10.8999999999998,"5",2.705
13060,"0","MAR2006",400,"SO",18,1.25,"P",10.2233333333333,1.22,9.72,3.79729166666667,3,0.0297407291,58.578125,2,0,68.43,"5",0
13080,"0","MAR2006",660,"SO",24,1.8,"R",2,1,11.89,5.57,16.9733333333333,0.994319655,37.8671875,3,1,0,"3",1
13049,"0","MAR2006",0,"SC",19,1,"R",12.628,1.21,9.50133333333333,0.885,13.27,0,51.90134765625,1,0,30.34,"5",0
13101,"1","MAR2006",0,"SF",23,4,"P",2,4,5,6,34,0,69.390625,2,2,300,"3",0
13091,"1","MAR2006",0,"SL",21,6,"P",9,1,13,4,35,0,76.65625,1,1,0,"3",1
13104,"1","MAR2006",1,"FT",23,1,"P",19.15,1.19,8.84,1.82,17.29,0,50.92498046875,1.3,0,7.41999999999989,"4",2.21823529411765
13103,"1","MAR2006",0,"SO",23,1.14,"R",12.65,1.09,6.72666666666667,1.17,8.72,0.3040403789,25.28125,1.40333333333333,0,18.7599999999999,"5",2.17
13087,"0","MAR2006",520,"FT",36,1.14,"R",8,1.2925,9.59,0,18.77,0.0731700805,60.5,2,0,106.43375,"5",0
13112,"1","MAR2006",1000,"SO",32,1,"R",2,3,0,0,2,0,47.78857421875,1,2,1507,"3",1.62
13117,"1","MAR2006",0,"SO",27,3,"R",18.89,1.33,6.04,4.45,11.01,0,34.023266601563,1.21333333333333,0,235.98,"5",1.95
13114,"1","MAR2006",1,"SO",21,5,"R",9,1,10.6566666666667,2.15,16.08,0,43.7421875,1,1,1619,"3",2
13107,"0","MAR2006",1,"SO",20,1,"P",17,1,12,2,26,0,56.8203125,1,1,588,"3",1
13143,"1","MAR2006",0,"SB",21,3,"R",15.18,1.1,10.48125,2.18,16.25,0,38.171713867188,1.15333333333333,0,204.37,"4",1.68
13138,"1","MAR2006",0,"SB",25,1,"R",10.37,1.04,6.51666666666667,0.86,13.26,0.0707733526,59.1328125,1.31333333333333,0,27.9799999999999,"5",2.44
13132,"1","MAR2006",1,"SO",19,0.9,"P",9.43,1.03,11.31,3.02,15.99,0,56.89521484375,1.22,0,8.64999999999988,"4",2.92
13131,"1","MAR2006",200,"SK",22,1.38,"R",10.67,1.09,10.62,1.46,17.37,0,50.587822265625,1.29333333333333,0,4.37999999999989,"4",2.68823529411765
13125,"1","MAR2006",2,"SC",20,1.23,"R",9.86,1.04,8.56333333333333,1.11,14.14,0,47.432421875,1.34333333333333,0,-9.66338120633736e-14,"4",2.79823529411765
13149,"0","MAR2006",460,"SL",19,1.19,"P",2,1,27,0,12,0.1832185411,55.6953125,3,1,709,"3",0
13159,"1","MAR2006",1640,"SM",28,3.2,"P",14,1.49,18,10,105,0.0368353912,77.765625,1.32,0,594.78,"5",3
13173,"1","MAR2006",700,"SG",21,3.04,"H",5,1.534,4,3.16,55,0,34.5390625,1,0,533.2,"5",1
13154,"1","MAR2006",1,"SN",19,0,"P",14,3,14,1,15,0.143916483,49.2421875,1,2,0,"3",1.05333333333333
13169,"1","MAR2006",0,"SO",16,0.735,"P",21.3,1.04,6.84933333333333,2.07,5,0.0976011143,35.5234375,1.33,0,7.24999999999988,"5",2.19
13156,"1","MAR2006",0,"SB",21,2,"P",16.87,1.4,7,4,1,0.0839047246,46.84375,1,0,347.05,"5",2
13155,"1","MAR2006",120,"SB",22,2.1,"R",3,1,7.37777777777778,2.88,1,0,42.7109375,1.33333333333333,1,0,"3",2.33
13174,"1","MAR2006",1,"SB",21,1.79,"P",9,1,12.41,3.354,24.6625,0.0115810233,79.015625,1.1,1,0,"3",3
13164,"0","MAR2006",0,"SD",21,2,"P",2,1.45,13,5,85,0.192693409,44.7578125,1.34,0,237.14,"5",2.08
13199,"1","MAR2006",2,"SL",20,1,"P",22,2,16,3,34,0.1849275706,77.25,1,2,0,"3",1
13176,"1","MAR2006",120,"SB",18,0.87,"P",2,1.14,10,1,13,0.1293248571,49.515625,2,0,44.91,"5",0
13206,"1","MAR2006",0,"SF",21,1,"P",15,1,21,3,2,0.7732241657,48.8984375,2,0,182.39,"2",1
13203,"1","MAR2006",0,"SO",18,0.85,"P",11.0466666666667,1.11,7.65,1.38333333333333,14.0033333333333,0.0264705137,10.677734375,1.33,0,23.5799999999999,"5",2.32
13178,"1","MAR2006",1,"SC",21,1.29,"P",9.77,1.04,7.88333333333333,2.55,14.68,0,54.67724609375,1.34,0,1.20999999999989,"4",3.15
13194,"0","MAR2006",0,"SF",18,1,"P",5,1,8,0,12,0,58.015625,3,1,382,"3",1
13201,"0","MAR2006",0,"SO",20,2,"P",3,1,0,0,6,0,57.9750474330357,2,1,0,"3",1
13228,"1","MAR2006",0,"SO",21,1.41,"P",6,1.11,4,3,24,0,59.84375,1.28,0,20.2099999999999,"5",2.59333333333333
