"app_id","GOOD","BAD","app_date","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02"
"-12288",".",".","20JAN2006","120","SB","18",".","P",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"12295","0","1","20JAN2006","0","SE","28","6","R","1","1250","1","1","46","2","2","2",".","0.0873681114","60.8671875","2","1","1218","3","1"
"12301","0","1","20JAN2006","0","FT","25",".","",".",".",".",".",".",".",".",".",".","0.1324148504","46.796875",".","0",".","5","-1"
"12299","0","1","20JAN2006","0","FT","31",".","",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"12312","1","0","21JAN2006","0","FT","18",".","P",".",".",".",".",".","18","0","81",".","0.2005990469","71.15625",".","0",".","5","-1"
"12313","1","0","21JAN2006","0","SO","22","5","P",".",".","13","2",".","9","6","21",".","0.1141025128","23.7109375","1","2","1152","3","-1"
"-12317",".",".","21JAN2006","0","SN","18","0","P",".",".","8","2","45","8","0","10",".","0","68.375",".","1","0","3","-1"
"12308","1","0","21JAN2006","180","SO","18",".","P",".",".",".",".",".","3","14","9",".","0","85.203125",".","0",".","5","-1"
"-12326",".",".","21JAN2006","0","SB","21","4","P","3",".","2","3","65","12","4","5",".","0.1149765521","66.515625","2","1","0","3","1"
"12306","1","0","21JAN2006","0","SC","19","1","P",".","1150","11","1",".","27","2","5",".","0","77.328125",".","1","0","3","-1"
"-12319",".",".","21JAN2006","0","SD","20","1","P",".",".","8","1","85",".",".","5",".","0.1960636475","43.0078125",".","1","0","3","-1"
"-12304",".",".","21JAN2006","0","SH","19","1","P",".",".",".",".",".","11",".","3",".","0","77.8125","1","0",".","5","0"
"-12318",".",".","21JAN2006","0","SO","16",".","P",".",".",".",".",".",".",".","3",".","0","42.6796875",".","0",".","5","-1"
"12316","1","0","21JAN2006","1","SO","20","3","P","1",".","2","3","45",".","2",".",".","0",".","1","3","0","3","-1"
"12325","1","0","21JAN2006","0","SG","22","1","R","2",".","4","2","1",".","0",".",".","0.0435028644","46.4453125","1","2","0","3","-1"
"12305","1","0","21JAN2006","220","SO","23",".","P",".",".","48","1",".",".",".",".",".","0.2275842675","55.921875",".","1","0","3","-1"
"-12315",".",".","21JAN2006","1320","SE","31","1","R","1",".","3","1","29",".",".",".",".","0.0269022354","16.015625","1","1","856","3","2"
"-12327",".",".","21JAN2006","1","SE","23",".","R",".",".",".",".",".",".",".",".",".","0.1005073544","2.9555664063",".","0",".","5","-1"
"12311","1","0","21JAN2006","0","SO","18","1","P",".",".",".",".",".","0","1",".",".","0","65.359375",".","0",".","5","-1"
"12309","1","0","21JAN2006","1","SF","19","1","P",".",".",".",".",".",".",".",".",".","0.0759295176","49.53125",".","0",".","5","-1"
"12323","0","1","21JAN2006","1","SB","26",".","R",".",".","16","1","1",".",".",".",".","0.3005564418","73.328125",".","1","0","3","-1"
"-12347",".",".","24JAN2006","0","SD","25","1","",".",".","46",".",".","13","8","13",".","0.1580318231","23.3828125",".","0",".","5","-1"
"-12340",".",".","24JAN2006","2200","SE","31",".","R",".","2350","21","2","65","4","3","10","2511","0.1352771833","58.875","2","1","0","3","0"
"-12356",".",".","24JAN2006","0","SB","20","1","P",".",".",".",".",".","21","2","4",".","0.1345575405","67.4375",".","0",".","5","-1"
"12349","1","0","24JAN2006","260","SB","33",".","P",".",".","11","1",".","3",".",".",".","0.0215896982","75.640625",".","1","0","3","4"
"-12338",".",".","24JAN2006","0","SD","29","1","R","2",".","4","1","260",".",".",".",".","0.0239299345","10.552734375","3","0",".","5","0"
"-12342",".",".","24JAN2006","4000","SO","46","1","H",".",".","20","6","101",".","4",".",".","0","85.921875","1","3","0","3","2"
"-12362",".",".","24JAN2006","340","SO","30","2","R","1","1200","5","5","0",".","2",".",".","0.5430490952","23.98828125","1","4","1094","3","-1"
"-12328",".",".","24JAN2006","0","SO","42","2","H",".","10500","7","3","0",".","12",".","1706","0.2682102425","34.2734375","2","2","2040","3","0"
"-12359",".",".","24JAN2006","0","SD","24","99999","R","1",".","3","3","1245",".","2",".",".","0.089135695","68.96875","1","1","0","3","1"
"-12351",".",".","24JAN2006","0","SO","29","1","R","1",".","2","3","480",".","0",".",".","0.2602848476","43.34375","2","2","92","3","1"
"-12348",".",".","24JAN2006","140","SO","18",".","P",".",".",".",".",".","4","1",".",".","0.2715133736","50.0546875","1","0",".","5","0"
"-12365",".",".","24JAN2006","0","SN","22","3","R",".",".","21","2",".",".","1",".",".","0.3173263995","26.26171875","2","0",".","2","1"
"-12361",".",".","24JAN2006","0","SO","19","1","R",".","250","6","2","56",".",".",".",".","0.2242144807","57.1640625","1","2","273","3","3"
"-12367",".",".","24JAN2006","1","SB","23","1","R",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"-12366",".",".","24JAN2006","200","SO","18",".","P",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"-12360",".",".","24JAN2006","0","SC","18","2","R",".",".","12","2",".","8","0","31",".","0.2622601651","51.7578125","1","2","0","3","2"
"-12363",".",".","24JAN2006","0","SN","19","2","R",".",".",".",".",".",".","0",".",".","0.0359747363","32.578125",".","0",".","5","-1"
"-12357",".",".","24JAN2006","0","SO","23",".","R",".",".",".",".",".",".",".",".",".","0.359685244","56.546875",".","0",".","5","-1"
"12354","1","0","24JAN2006","0","SO","17",".","P",".",".",".",".",".",".",".",".",".","0",".",".","0",".","5","-1"
"12346","1","0","24JAN2006","1","SD","22","6","R",".",".",".",".",".",".",".",".",".","0.1172161943","37.359375",".","0",".","5","-1"
"-12335",".",".","24JAN2006","1","SN","19",".","R",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"12345","0","1","24JAN2006","0","SA","19","2","P",".","950","8","1","44",".",".","11",".","0.0200288991","42.2109375","1","1","478","3","-1"
"12353","0","1","24JAN2006","1","SE","24",".","R",".",".","34","1",".",".",".",".",".","0","54.3359375",".","0",".","5","-1"
"12358","0","1","24JAN2006","0","SO","32","1","R",".","500","13","1","62",".",".",".",".","0.1740224538","85.984375","1","1","276","3","-1"
"12336","0","1","24JAN2006","0","SE","29","1","R",".",".",".","1",".",".",".",".",".","0.0073988988","40.4453125","1","0",".","5","0"
"12332","0","1","24JAN2006","0","SB","19",".","R","1",".","2",".",".",".",".",".",".","0.045696745","61.71875","1","0",".","5","0"
"12334","0","1","24JAN2006","0","SO","21","3","R",".",".",".",".",".",".","0",".",".","0.0922163646","48.5","1","0",".","5","0"
"12377","1","0","25JAN2006","1","SO","19","1","P","1",".","1","2","14","19","1","79",".","0.1403681994","89.34375","1","2","0","3","1"
"-12372",".",".","25JAN2006","0","SB","18","1","P",".",".",".",".",".","7",".","45",".","0.3125346452","70.546875","2","0",".","5","0"
"-12379",".",".","25JAN2006","0","SO","19","1","P","1",".","3","1","30","7","1","22",".","0.0626820431","49.53125",".","1","0","3","3"
"12381","1","0","25JAN2006","320","SB","23",".","P",".",".","15","1",".","1",".","15",".","0.2728557354","63.84375","1","1","0","3","1"
"12375","1","0","25JAN2006","1","SC","28",".","R",".",".",".",".",".","0",".","2",".","0.1842526579","50.7578125",".","0",".","5","-1"
"-12369",".",".","25JAN2006","940","SB","40",".","R","2",".","5","2","255",".","0","1",".","0.1182474096","23.15625","3","2","0","1","0"
"-12380",".",".","25JAN2006","1600","SD","37","2","R","2","1350","2","2","58",".","0",".",".","0","62.4453125","1","2","1711","3","1"
"-12370",".",".","25JAN2006","720","SF","31",".","R",".",".",".",".",".",".",".",".",".","0.2644859618","16.6328125","3","0",".","5","0"
"-12384",".",".","25JAN2006","0","SA","18","1","P",".",".",".",".",".","0","0",".",".","0","66.4375","1","0",".","5","1"
"12386","1","0","25JAN2006","0","SO","19","1","P",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"12385","1","0","25JAN2006","300","SH","23",".","P",".",".",".",".",".",".",".",".",".","0.1643537963","29.50390625",".","0",".","5","-1"
"-12378",".",".","25JAN2006","0","SE","22","1","R",".",".",".",".",".",".",".",".",".","0.3675905075","53.7265625",".","0",".","5","-1"
"-12373",".",".","25JAN2006","1","SA","23",".","R",".",".",".",".",".",".",".",".",".","0","81.015625",".","0",".","5","-1"
"12376","0","1","25JAN2006","60","SC","18","1","",".",".","53","1",".","27","0","25",".","0","81.21875",".","1","0","3","-1"
"12401","1","0","26JAN2006","120","SO","18",".","P",".",".",".",".",".","10","1","30",".","0","66.453125",".","0",".","5","-1"
"12395","1","0","26JAN2006","400","SE","20",".","P","1","450","2","2","0","19","2","25",".","0","48.2890625","1","1","540","3","-1"
"-12408",".",".","26JAN2006","560","SO","36",".","R",".",".","19","2",".",".","3",".",".","0","50.5078125","1","0",".","5","1"
"-12388",".",".","26JAN2006","1500","SO","33",".","R","2",".","2","2","1",".","0",".",".","0.3573960019","56.5078125","3","2","0","3","1"
"12400","1","0","26JAN2006","0","SM","24",".","R",".",".","15","1","60",".",".",".",".","0.0973964254","69.65625",".","1","0","3","-1"
"-12409",".",".","26JAN2006","0","SC","23","0","R","1","50","6","1","15",".","0",".",".","0.0510750517","47.984375","1","1","0","3","1"
"-12389",".",".","26JAN2006","1000","SN","25","3","R","1","500","2","1","0",".","0",".","187","0.1298300121","62.9921875","2","1","0","3","0"
"12403","1","0","26JAN2006","0","SB","19","1","R",".",".",".",".",".",".",".",".",".","0.0182637173","29.1640625",".","0",".","5","-1"
"12402","1","0","26JAN2006","1","SO","25",".","R",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"12407","0","1","26JAN2006","0","SB","19","1","","1",".","4","1",".","29","2","21",".","0.3831390608","50.4765625","1","1","0","3","1"
"12396","0","1","26JAN2006","0","FT","28",".","",".",".",".",".",".",".",".","5",".","0.0954994394","56.4140625",".","0",".","5","-1"
"12406","0","1","26JAN2006","0","SE","19","1","R",".",".",".",".",".",".",".",".",".","0.2274866365","52.2734375",".","0",".","5","-1"
"12393","0","1","26JAN2006","0","FT","30",".","",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"-12433",".",".","27JAN2006","0","SO","18","1","P",".",".",".",".",".","26","1","46",".","0.0261567087","25.44921875","2","0",".","5","1"
"12426","1","0","27JAN2006","1","SB","23",".","",".",".",".",".",".","10",".","39",".","0.1609604759","78.859375",".","0",".","5","-1"
"-12412",".",".","27JAN2006","0","SC","22","1","P",".",".","42","1",".","11",".","29",".","0.4485479016","54.296875","1","1","58","3","-1"
"12430","1","0","27JAN2006","0","SN","21","2","P",".","800","29","1","24","20","3","105",".","0.0038772542","93.109375","1","1","404","3","-1"
"-12425",".",".","27JAN2006","0","SO","18","1","P",".",".",".",".",".","3","22","11",".","0.0352439459","46.578125","1","0",".","5","1"
"-12429",".",".","27JAN2006","1100","SB","23","1","P",".",".","19","3","0",".","0","11",".","0.1157532458","60.9375","2","1","3","3","2"
"12420","1","0","27JAN2006","180","SO","18",".","",".",".","50","1",".","13","0","8",".","0","90.25",".","1","0","3","-1"
"-12422",".",".","27JAN2006","0","SE","21","1","R",".",".","35","1",".",".",".","4",".","0.585352106","44.515625",".","1","0","3","-1"
"-12411",".",".","27JAN2006","0","SO","35","1","R","3","500","3","2","60",".","0","4","217","0","79.5","4","2","77","3","1"
"12424","1","0","27JAN2006","200","SO","23",".","P",".",".","27","1",".",".","4","1",".","1.5350751802","71.921875",".","0",".","5","-1"
"-12416",".",".","27JAN2006","0","SN","40","1","",".",".","7","4","676",".","6","1",".","0.1090793945","51.140625","1","1","0","3","1"
"-12410",".",".","27JAN2006","1300","SO","28",".","R",".",".","25","1",".",".",".",".",".","0.0259284614","41.3984375",".","1","0","3","-1"
"12432","1","0","27JAN2006","0","SO","23",".","R",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"-12427",".",".","27JAN2006","0","SL","18","1","P",".",".",".",".",".",".",".",".",".","0.0557650761","69.28125",".","0",".","5","-1"
"-12418",".",".","27JAN2006","740","SO","30","1","R",".",".",".",".",".",".","1",".",".","0.0201261044","37.671875",".","0",".","5","-1"
"-12414",".",".","27JAN2006","1","SO","32",".","R",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"12428","0","1","27JAN2006","0","SB","21","2","P",".",".",".",".",".","15","5","105",".","0","62.71875","1","0",".","5","1"
"-12439",".",".","28JAN2006","0","SF","19","1","P",".","500","37","1",".","11","0","56",".","0.067485841","68.453125","2","1","466","3","0"
"12446","1","0","28JAN2006","0","SO","19",".","P",".",".","14","1",".","12","0","28",".","0","61.7890625",".","1","0","3","-1"
"-12457",".",".","28JAN2006","0","SO","19","2","R",".",".","16","1","25","26","0","15",".","0.1064957997","63.2421875",".","1","0","3","-1"
"-12454",".",".","28JAN2006","0","SE","20","2","P",".",".",".",".",".","8","3","14",".","0.1458248142","42.8671875",".","0",".","5","-1"
"-12444",".",".","28JAN2006","0","SJ","17","0","P",".",".",".",".",".",".",".","6",".","0.3064503707","28.6328125","4","0",".","5","1"
"12442","1","0","28JAN2006","760","SM","29","1","R",".",".",".",".",".",".",".",".",".","0.016881817","23.234375",".","0",".","5","-1"
"-12435",".",".","28JAN2006","700","SL","31",".","R","1",".","5","3",".",".",".",".",".","0","77.5625","2","3","1370","3","1"
"-12455",".",".","28JAN2006","0","SN","27","1","R",".","650","15","2","0",".","0",".",".","0.1488000229","48.9296875","2","2","0","3","0"
"-12456",".",".","28JAN2006","0","SN","28","1","R",".",".","7","1",".",".","0",".",".","0.6884898059","20.390625","1","0",".","5","1"
"12443","1","0","28JAN2006","1","SO","28",".","R","1",".","2","1",".",".",".",".",".","0.0714760302","71.5",".","1","0","3","-1"
"-12438",".",".","28JAN2006","1","SO","23",".","R","1",".","4",".","0",".","0",".",".","0.1103652748","53.7421875","1","0",".","5","2"
"-12453",".",".","28JAN2006","0","SD","22","2","R",".",".",".",".",".",".",".",".",".","0.261894064","34.78125",".","0",".","5","-1"
"12449","1","0","28JAN2006","1","SO","26",".","R",".",".",".",".",".",".",".",".",".","0.0573882001","42.4453125",".","0",".","5","-1"
"12441","1","0","28JAN2006","2","SO","20",".","R",".",".",".",".",".",".",".",".",".","0.1039427703","52.265625",".","0",".","5","-1"
"12436","0","1","28JAN2006","0","SE","22","3","P",".",".",".",".",".","29","4","2",".","0.0272301007","33.3046875","1","0",".","5","2"
"-12487",".",".","31JAN2006","0","SL","20","2","H",".","1450","16","1","44","8","3","69","92","0.0306644103","71.421875","1","1","869","3","-1"
"12491","1","0","31JAN2006","100","SO","18",".","P",".",".",".",".",".","24","1","36",".","0","55.96875",".","0",".","5","-1"
"-12473",".",".","31JAN2006","1","SC","20","2","P",".",".","8","1","206","4","3","23",".","0.4796962636","58.296875",".","0",".","5","3"
"-12460",".",".","31JAN2006","0","SA","27","99999","P","1","10500","1","4","75","12","7","23","7719","0.2078285376","61.2578125","1","4","1402","2","0"
"-12469",".",".","31JAN2006","0","SE","18","1","P","1","350","2","1","0","4","1","22",".","0.0214708903","72.3125","1","1","204","3","-1"
"-12459",".",".","31JAN2006","0","SK","27",".","R",".","1650","9","3",".","21",".","20","62","0.3493307382","52.5234375","1","2","0","3","0"
"12483","1","0","31JAN2006","200","SO","21","4","P",".",".","26","1","40","12","3","17",".","0.0155077074","89.171875","1","1","698","3","-1"
"-12472",".",".","31JAN2006","1","SO","25","0","R",".","2550","12","2","0","18",".","21","619","0.1354490831","64.421875","1","1","0","3","0"
"-12485",".",".","31JAN2006","0","SO","18","2","P",".",".",".",".",".","3","0","17",".","0.3862572694","39.6875",".","0",".","5","-1"
"-12477",".",".","31JAN2006","1","SB","21","2","R",".","500","10","2","41","5","2","12","94","0","47.203125","1","2","1103","3","4"
"12475","1","0","31JAN2006","0","SB","19","1","P",".",".",".",".",".","21","2","10",".","0.1009398918","34.140625",".","0",".","5","-1"
"12476","1","0","31JAN2006","0","SO","19",".","P",".",".","7","1",".","18","3","4",".","0","94.015625",".","1","0","3","3"
"-12478",".",".","31JAN2006","900","SN","27","1","R",".",".","9","5","146",".","2","3",".","0.0924677139","79.71875","1","2","0","3","3"
"12489","1","0","31JAN2006","0","SO","19",".","P",".",".","15","1",".",".",".","1",".","0.0677983244","35.578125","1","0",".","5","0"
"12464","1","0","31JAN2006","680","SE","23",".","R","1",".","5","1","34",".","0","1",".","0.0276457409","19.6328125","1","0",".","1","0"
"12480","1","0","31JAN2006","500","SB","33",".","R","2",".","2","1","41",".",".",".",".","0.137753366","69.90625",".","1","0","3","-1"
"-12470",".",".","31JAN2006","460","SC","19","1","","1",".","6","2",".",".",".",".",".","0.501801895","55.671875","1","2","459","3","2"
"-12463",".",".","31JAN2006","1","SD","24","1","R",".",".","112","2",".",".","0",".",".","0.206320582","39.46875","3","1","0","3","0"
"-12461",".",".","31JAN2006","0","SM","23","1","R",".",".","33","1",".",".","0",".",".","0.0234431758","82.09375","1","0",".","2","0"
"-12471",".",".","31JAN2006","0","SG","21","3","R",".",".","26","1",".",".","0",".",".","0.0330483813","65.546875","2","1","0","3","1"
"-12465",".",".","31JAN2006","1500","SO","31",".","R","2","750","6","1","90",".","0",".",".","0.0356220108","84.734375","4","1","0","3","0"
"-12468",".",".","31JAN2006","0","SB","19","2","R",".",".",".",".",".",".",".",".",".","0.1127388268","43.1171875","1","0",".","5","0"
"-12479",".",".","31JAN2006","0","SK","19","1","R",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"12492","0","1","31JAN2006","0","SL","21","3","P",".",".",".",".",".","5","3","9",".","0.3846669309","66.03125",".","0",".","5","-1"
"12482","0","1","31JAN2006","0","SO","20","1","P",".",".","7",".","0","1","2","5",".","0.0448157127","60.6171875","2","0",".","5","2"
"-12506",".",".","01FEB2006","0","SD","24","1","R",".","750","23",".",".","23",".","46","960","0.0380977571","63.40625",".","0",".","5","-1"
"12504","1","0","01FEB2006","0","SE","18","1","P",".",".",".",".",".","0","0","14",".","0","49.7265625","1","0",".","5","0"
"-12511",".",".","01FEB2006","0","SO","21","1","P","2","350","2","3",".","17","4","15","248","0.1261207564","63.484375","1","2","0","3","1"
"-12499",".",".","01FEB2006","0","SO","45","1","H",".","19050","9","3","36","2","8","6","13269","0","46.2265625","1","2","3913","3","3"
"12497","1","0","01FEB2006","2","SH","22","5","P",".",".","33",".","39","5","3","5",".","0","53.671875",".","0",".","5","-1"
"12510","1","0","01FEB2006","0","SB","19","1","P","1","750","4","2","0","9","0","5",".","0.2366466946","64.5","1","2","593","3","4"
"-12495",".",".","01FEB2006","0","SL","18","1","P","1",".","4","1",".",".",".",".",".","0.1892206166","38.9296875","2","1","0","3","0"
"-12502",".",".","01FEB2006","1220","SD","34","1","R","1",".","1","20","0",".","4",".",".","0.2404291187","61.5703125","2","2","0","3","1"
"12507","1","0","01FEB2006","1","SK","28",".","R","1",".","6","3","0",".",".",".",".","0.3334980356","51.609375","1","3","0","3","2"
"-12512",".",".","01FEB2006","1700","SM","33","2","H",".","8250","9","2","0",".","1",".","61","0.1157703036","64.078125","1","1","0","3","2"
"12505","1","0","01FEB2006","2","SE","28",".","R",".",".",".",".",".",".",".",".",".","0.156153928","43.6640625",".","0",".","5","-1"
"12508","0","1","01FEB2006","500","SE","22",".","R",".",".",".",".",".",".",".",".",".","0.3095444338","38.96875","1","0",".","5","0"
"12503","0","1","01FEB2006","440","SO","18",".","",".",".",".",".",".",".",".",".",".","0","54.53125",".","0",".","5","-1"
"12498","0","1","01FEB2006","0","SA","25","1","P",".",".",".",".",".",".",".",".",".","0.1655356637","39.15625",".","0",".","5","-1"
"12536","1","0","02FEB2006","0","SM","20","2","P","1","600","1","1","94","14","4","26",".","0.012903373","84.34375","1","1","0","3","1"
"12534","1","0","02FEB2006","1","SO","18","1","P",".",".","32","1",".","25","0","24",".","0","72.09375","2","1","0","3","0"
"-12543",".",".","02FEB2006","0","SE","17","1","P",".",".",".",".",".","11",".","14",".","0.0173062676","98.734375",".","0",".","5","-1"
"-12518",".",".","02FEB2006","0","SF","22","1","P",".",".","33","2",".","9","5","14",".","0.0216913552","75.28125","1","2","0","3","-1"
"-12517",".",".","02FEB2006","0","SO","20","2","",".",".",".",".",".",".","3","9",".","0.1079854365","43.828125",".","0",".","5","-1"
"-12537",".",".","02FEB2006","0","SL","20","2","",".",".","9","1","40","7","4","6",".","0.021257062","68.6875",".","1","0","3","3"
"-12523",".",".","02FEB2006","1","SO","23","2","P",".","550","16","1","1","2","3","2",".","0.0858753035","64.921875","1","1","322","3","-1"
"-12528",".",".","02FEB2006","0","SL","30","1","R","1","4400","6","3","0",".","3","2","2201","0.4490737282","63.4921875","1","3","219","3","0"
"-12539",".",".","02FEB2006","0","SO","20","1","P",".",".","45","1",".","2","2","2",".","0.1217493101","77.625","2","1","0","3","0"
"-12542",".",".","02FEB2006","0","SL","47","1","H","2",".","5","5",".",".","4",".",".","0.1773914453","62.9140625","3","2","37","3","1"
"-12541",".",".","02FEB2006","0","SD","20","2","P",".","2350","7","2","0",".","0",".","1519","1.2798048295","53.09375","2","2","483","2","1"
"12525","1","0","02FEB2006","1","SO","33",".","P",".",".","29","1",".","27",".",".",".","0.4468109617","63.5234375",".","0",".","5","-1"
"-12540",".",".","02FEB2006","660","SN","31","0","R",".",".","15","1","180",".","6",".",".","0.0210257868","13.291015625","1","1","0","3","1"
"12521","1","0","02FEB2006","300","SO","20",".","R","1","950","3","1",".",".","0",".",".","0.347141766","50.0546875","2","1","0","3","1"
"-12538",".",".","02FEB2006","0","SH","19","1","R",".",".",".",".",".",".","0",".",".","0","7.150390625",".","0",".","5","-1"
"-12520",".",".","02FEB2006","0","SO","23","2","R",".",".",".",".",".",".",".",".",".","0.1154079919","36.75",".","0",".","5","-1"
"12522","0","1","02FEB2006","0","SD","31","1","R",".","1500","6","1","30",".","0",".",".","0.3728937795","51.890625",".","1","0","3","3"
"12527","0","1","02FEB2006","0","FT","21",".","",".",".",".",".",".",".",".",".",".","0.0823295852","57.3828125",".","0",".","5","-1"
"-12561",".",".","03FEB2006","0","SH","20","1","P",".","400","22","1",".","5","1","27",".","0.0135172304","69.359375",".","0",".","2","-1"
"-12549",".",".","03FEB2006","1","SC","20","3","P","1",".","2","1","10","3",".","8",".","0.1528752693","53.046875","1","1","0","3","1"
"12557","1","0","03FEB2006","0","SO","21",".","R",".",".",".",".",".",".",".",".",".","0.2158451919","64.34375",".","0",".","5","-1"
"-12547",".",".","03FEB2006","0","SO","34","1","H","8","600","6","5",".",".",".",".",".","0.0800498209","68.03125","2","1","0","3","1"
"-12555",".",".","03FEB2006","0","SO","29","2","R",".",".","33","1",".",".",".",".",".","0.128423519","26.90625","1","1","11","3","-1"
"-12560",".",".","03FEB2006","1","SK","20","1","P","2","200","5","1","56",".","2",".",".","0.0991333446","65.234375","1","1","0","3","2"
"-12553",".",".","03FEB2006","1","SO","19",".","P",".",".",".",".",".",".",".",".",".","0.2918743677","73.140625","1","0",".","5","1"
"-12554",".",".","03FEB2006","1000","SC","22",".","R",".",".",".",".",".",".",".",".",".","0",".",".","0",".","5","-1"
"-12550",".",".","03FEB2006","0","SO","21","2","R",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"12544","1","0","03FEB2006","1","SO","19",".","R",".",".",".",".",".",".",".",".",".","0.360615476","64.5",".","0",".","5","-1"
"12551","0","1","03FEB2006","1340","SO","29",".","R",".","350","17","3","51",".","5",".","404","0.5023728013","46.453125","1","1","7","3","-1"
"12545","0","1","03FEB2006","300","SO","28",".","R",".",".",".",".",".",".",".",".",".","0.0280774822","21.5546875",".","0",".","5","-1"
"-12578",".",".","04FEB2006","0","SL","19","2","P",".",".",".",".",".","1","2","32",".","0.055793484","39.3984375","2","0",".","5","1"
"12563","1","0","04FEB2006","0","SO","19",".","P","1","350","4","1",".","11","1","23","62","0.0146419746","38.4296875",".","1","0","3","-1"
"12566","1","0","04FEB2006","0","SO","33","1","",".","500","20","2","75","9","3","19",".","0.2661885908","41.4765625","1","2","0","3","-1"
"-12582",".",".","04FEB2006","0","SM","18","1","",".",".",".",".",".","14","2","13",".","0","72.5",".","0",".","5","-1"
"-12577",".",".","04FEB2006","1","SB","18","1","P","1","150","3","1",".",".","1","7","155","0",".","1","0",".","2","2"
"-12562",".",".","04FEB2006","100","SE","19",".","P",".",".",".",".",".","7","1","6",".","0.0244452778","33.84375",".","0",".","5","-1"
"-12581",".",".","04FEB2006","800","SO","24","3","R",".",".","10","2",".",".",".",".",".","0",".",".","1","0","3","-1"
"-12569",".",".","04FEB2006","1260","SC","39","2","R",".",".","40","1","46","0","0",".",".","0","86.328125",".","1","0","3","-1"
"12580","1","0","04FEB2006","1","FT","34",".","",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"12574","1","0","04FEB2006","0","SB","20",".","",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"-12565",".",".","04FEB2006","1","SN","20","1","P",".",".",".",".",".",".",".",".",".","0.0652955177","33.734375",".","0",".","5","-1"
"12590","1","0","07FEB2006","0","SC","18","1","P","2",".","6","1","33","20",".","16",".","0.1833173274","49.828125","2","1","456","3","0"
"-12593",".",".","07FEB2006","0","SO","19","1","P","1",".","6","2",".","26","1","13",".","0.4269448891","70.484375","2","2","464","3","0"
"-12591",".",".","07FEB2006","1","SO","19","1","P","1",".","6","2",".","26","2","12",".","0.3891096311","76.15625","2","2","457","3","0"
"12602","1","0","07FEB2006","0","SO","19",".","P",".",".",".",".",".","25","0","57",".","0.5527568609","61.796875","1","0",".","5","1"
"-12612",".",".","07FEB2006","0","SF","18","1","P",".",".",".",".",".","21","0","7",".","0.035599845","72.1875",".","0",".","5","-1"
"-12583",".",".","07FEB2006","100","SE","19",".","P",".",".",".",".",".","6","1","4",".","0.0284907211","33.234375","1","0",".","5","0"
"-12594",".",".","07FEB2006","1","SO","22","1","P","2","150","5",".","0","13","2","4",".","0.1866070288","49.03125","1","0",".","5","0"
"-12597",".",".","07FEB2006","480","SO","23",".","R",".",".","16","2",".",".","2",".",".","0.6108942069","18.68359375","3","1","0","3","1"
"-12584",".",".","07FEB2006","0","SN","22","1","R","2",".","1","2","0",".","5",".",".","0.93223764","30.55859375","3","1","0","3","0"
"-12606",".",".","07FEB2006","300","SO","22","2","R",".",".","38","1","0",".",".",".",".","0.0450820344","13.025390625","1","1","990","3","-1"
"12607","1","0","07FEB2006","480","SD","26","2","R",".",".","19","1",".",".","1",".",".","0.0253457055","63.46875",".","1","0","3","-1"
"-12589",".",".","07FEB2006","0","SB","27","1","R",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"12603","0","1","07FEB2006","1","SB","18","1","P","1","1450","2","1",".","6","2","9","0","0","71.796875","2","1","615","3","1"
"12598","0","1","07FEB2006","0","SE","18","1","P",".",".",".",".",".","9","0","6",".","0","87.65625",".","0",".","5","-1"
"12601","0","1","07FEB2006","0","SO","24",".","","3","2450","3","1","36",".","0",".","218","0.0991600826","77.296875","2","1","0","3","1"
"12587","0","1","07FEB2006","1","SB","22",".","R",".",".",".",".",".",".",".",".",".","0.4908731719","57.3828125","1","0",".","5","0"
"12599","0","1","07FEB2006","0","SG","21","3","R",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"12627","1","0","08FEB2006","1460","SM","26",".","",".","3300","20","1",".","15","7","24","0","0.0337538124","45.0703125",".","1","0","3","-1"
"-12617",".",".","08FEB2006","0","SG","24","2","P","1","100","5","2","284","6","5","10",".","0.0856310523","66.6875","2","1","0","3","1"
"-12622",".",".","08FEB2006","0","SN","24","1","P",".",".",".",".",".","10",".","9",".","0.0246990127","66.953125","2","0",".","5","0"
