"","GOOD","app_date","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02","NewFeature1","NewFeature2"
"7413","1","NOV2005",0,"SO",24,"1","R",0.0066666666666438,707.333333333333,20.34,1.02666666666667,11.28,1.02666666666667,0.593333333333333,4.48,550.946666666667,0.0681509487,37.953125,0,0,0.333333333332536,"5",12,0.504645825230784,-488.693333333333
"7414","1","NOV2005",0,"SO",18,"1","R",0.00666666666664416,313.633333333333,24.0088888888889,1.03333333333333,33.345,3.18,0.18,8.08666666666667,323.833333333333,0,10.736328125,0,0,1.25999999999904,"5",12,0.559073888982842,-315.953333333333
"7415","1","NOV2005",0,"SO",21,"1","R",-2.25819363208757e-14,290.666666666667,18.4,1.07333333333333,39.98,10.5,1.52,19.2733333333333,290.786666666667,0.2237547403,81.71875,0,0,0.0733333333324659,"5",12,0.469598569719142,-294.753333333333
"7416","0","NOV2005",0,"SA",20,"1","P",0,242.666666666667,18,2,114.5,0,1.10666666666667,6,305.506666666667,0.4168120781,59.828125,1,2,0,"3",1.28666666666667,0.51541115991787,-282.18
"7419","1","NOV2005",600,"SO",27,"1","R",1,486.333333333333,2,2,1,2,1,3,567.593333333333,0.121390369,53.109375,1.2,1,0,"3",2,0.582363521068399,-307.58
"7421","1","NOV2005",0,"SA",56,"1","H",0.0466666666666456,9408.77777777778,33.4733333333333,1.64444444444444,26.4577777777778,4,2,3,5988.20666666667,0,75.21875,0,0,68.5066666666662,"5",12,0.548337189888806,-3540.24
"7429","1","NOV2005",0,"SO",36,"1","R",0.0066666666666454,850.833333333333,22.4933333333333,1.07333333333333,18.8733333333333,1.9,1.50666666666667,5.03333333333333,834.146666666667,0,47.4545963541667,0,0,24.2866666666659,"4",12,0.598077153721684,-456.02
"7430","1","NOV2005",500,"SO",28,"1","R",0.0066666666666456,907.166666666667,20.8133333333333,1.25333333333333,16.98,1,0.733333333333333,4.00666666666667,728.888888888889,0.2322196811,37.5703125,0,0,11.0999999999993,"5",12,0.576237775489025,-445.193333333333
"7431","0","NOV2005",500,"SO",20,"1","P",1.34,270,3.96,1.44666666666667,110.933333333333,10.7066666666667,1.08,15.6066666666667,240.26,0,18.81640625,1,0,55.72,"5",1,0.511234036220694,-204.366666666667
"7432","0","NOV2005",0,"SC",18,"1","P",0.00666666666664292,224.5,20.8533333333333,1.05333333333333,80.2622222222222,7.88333333333333,0.353333333333333,14.4533333333333,216.246666666667,0.2938496722,15.99609375,0,0,2.17999999999906,"5",12,0.470431498075471,-178.913333333333
"7433","0","NOV2005",0,"SD",24,"1","P",-2.44759768008862e-14,320.666666666667,18.0133333333333,1.43333333333333,165.966666666667,6.11555555555556,2.62666666666667,10.372,372.213333333333,0.1389873717,31.77734375,1,0,51.3622222222222,"5",0,0.559612699706081,-226.596666666667
"7434","0","NOV2005",0,"SO",20,"1","P",-2.46177152736967e-14,202,19.3358333333333,1.05333333333333,46.0333333333333,9.52333333333333,1.63333333333333,13.3755555555556,252.3,0,54.0390755208333,0,0,-9.31474157065774e-13,"4",12,0.483773725381659,-253.08
"7439","1","NOV2005",0,"SA",18,"1","P",0,436.333333333333,46,1,53.5,13,0,29,480.933333333333,0,92,0,1,0,"3",12,0.510127094049232,-498.76
"7440","1","NOV2005",0,"SB",19,"1","P",0,718.333333333333,42,1,53.3,21,0,29,924.646666666667,0,97.5,1,1,0,"3",0,0.56934101369356,-417.666666666667
"7441","1","NOV2005",1,"SN",19,"1","P",1,843,5,1.33333333333333,10.3733333333333,6,2,27,595.78,0.0547964488,66.0625,1,0,106.386666666667,"5",0,0.462955115701464,-744.746666666667
"7442","1","NOV2005",0,"SC",19,"1","P",1.01333333333333,321.666666666667,3.96666666666667,1.11333333333333,7.94,7,2,24,219.685,0.1719903233,67.5,1,0,17.6733333333332,"5",1,0.458065089498091,-250.8
"7443","1","NOV2005",1,"SO",20,"1","P",1,50,5,1,0,17,2,19,163.64,0.0972313469,39.2890625,0,1,0,"3",12,0.438218681047646,-311.22
"7445","1","NOV2005",400,"SC",18,"1","P",0.0266666666666418,227.5,22.28,1.08,53.1366666666667,12.0533333333333,0.226666666666667,12,335.586666666667,0.1299315277,61.9609375,1,0,13.3866666666666,"5",0,0.592511816701456,-167.926666666667
"7449","1","NOV2005",0,"SA",21,"1","P",0,729.333333333333,44,1,33.4266666666667,16,3,5,615.193333333333,0.0499109805,19.7578125,1,1,0,"3",0,0.55458965657997,-489.626666666667
"7450","1","NOV2005",1,"SO",20,"1","P",-2.40503913081132e-14,307,19.32,1.08666666666667,36.1066666666667,0,0,2,341.166666666667,0.493180749,22.42578125,0,0,1.79333333333248,"5",12,0.512229239751375,-323.523333333333
"7461","1","NOV2005",0,"SL",34,"1","R",0.00666666666664541,1030.66666666667,20.7733333333333,1.32,21.8933333333333,1.64666666666667,1.03333333333333,6.36,788.673333333333,0.1328146998,49.0390625,0,0,3.39333333333263,"5",12,0.563512727649106,-561.76
"7462","1","NOV2005",0,"SO",23,"1","P",0.00666666666664226,634.333333333333,25.1533333333333,1.08,9.94666666666667,8.22888888888889,2.12,14.7666666666667,430.306666666667,0,55.5061067708333,0,0,1.17333333333253,"4",12,0.427343056457792,-528.403333333333
"7464","0","NOV2005",0,"SA",18,"1","R",1.06666666666667,205,3.88666666666667,1.13333333333333,62.7933333333333,13,0,30,207.42,0.0720485016,77.5,1,0,38.39,"5",1,0.492589619939853,-194.925
"7465","0","NOV2005",1,"SH",18,"1","P",1,222.333333333333,5,2,50,9,0,25,244.38,0,71.34375,1,2,0,"3",1.42666666666667,0.50324561108471,-240.633333333333
"7466","0","NOV2005",0,"SO",20,"2","P",1,50,3,1,45,2,2,11,252.146666666667,0.0984355742,62.921875,0,1,0,"3",12,0.525154376927152,-209.82
"7467","0","NOV2005",2,"SO",21,"1","P",0,209,12,2,50,12,2,11,242.72,0.1501448439,50.2265625,1,2,46,"3",0,0.538120224000842,-211.133333333333
"7468","0","NOV2005",200,"SO",22,"1","P",0.0266666666666416,324.666666666667,18.5333333333333,1.26666666666667,52.1266666666667,1,2,7.51333333333333,316.926666666667,0,51.9921875,1,0,36.4,"5",0,0.504466367525264,-265.846666666667
"7469","0","NOV2005",1,"SE",21,"1","P",0.0133333333333087,298.666666666667,18.26,1.19333333333333,104.446666666667,8.2,1.50666666666667,11.4933333333333,330.253333333333,0,35.4296875,1,0,74.9533333333333,"5",1,0.537015073600173,-260.84
"7470","0","NOV2005",800,"SA",20,"1","R",0.00666666666664475,300.666666666667,19.6066666666667,1.13333333333333,73.4533333333333,5.85333333333333,0.773333333333333,9.13333333333333,327.046666666667,0.1397699225,42.3359375,0,0,9.79999999999921,"5",12,0.598545962632703,-181.34
"7472","1","NOV2005",0,"SD",19,"1","P",0,150,9,1.22222222222222,28.3866666666667,16,0,43,0,0,67.171875,1,0,55.7933333333333,"5",0,0,-150
"7473","1","NOV2005",1,"SO",18,"1","P",2,575.333333333333,2,2,0,13,0,41,243.133333333333,0.2584742596,64.125,1,2,0,"3",1,0.324170456468027,-470.666666666667
"7474","1","NOV2005",0,"SO",19,"1","P",0,3148.33333333333,15,2,0,1,12,23,2034.77333333333,0.0454622472,80.578125,1,1,1225,"3",0,0.486119892926842,-2085.216
"7476","1","NOV2005",0,"SO",19,"2","P",1,150,5,1.18266666666667,22.4311111111111,15,0,17,32,0,75.09375,0,0,25.7066666666659,"5",12,0.213333333333333,-118
"7477","1","NOV2005",1,"SO",21,"4","P",0,1650,14,2,0,4,3.12666666666667,14,735.822222222222,0,65.109375,1,2,1692,"3",3,0.406756010243319,-1196.33333333333
"7479","1","NOV2005",0,"SO",22,"6","P",0,1416,14,3,46.1,14.84,4.06666666666667,10,673.62,0.3081846079,69.84375,1,3,59,"3",1.58,0.416921969252487,-1013.19333333333
"7480","1","NOV2005",0,"SA",19,"1","P",0,204.8,34,1,33.22,6,0.886666666666667,9,314.373333333333,0.2748633018,53.15625,0,1,0,"3",12,0.662747780982756,-211.133333333333
"7481","1","NOV2005",0,"SA",18,"1","P",1,82.6666666666666,5,1,42.0522222222222,9,0,7,185.006666666667,0.0837934723,71.578125,0,1,0,"3",12,0.484471480392809,-175.902777777778
"7483","1","NOV2005",0,"SO",17,"1","P",-2.42957505965554e-14,172.466666666667,23.8283333333333,1.02,40.5933333333333,0,0.186666666666667,6,275.286666666667,0,54.9010602678571,0,0,-1.00764433833926e-12,"5",12,0.570725475019366,-187.98
"7485","1","NOV2005",0,"SM",18,"1","P",1,100,4,1.08666666666667,28.9666666666667,17,0,6,31,0,54.6484375,0,0,5.09999999999907,"5",12,0.31,-69
"7486","1","NOV2005",0,"SA",19,"2","R",1,240.666666666667,5,1,24,8,1,3,292.12,0.0450763976,66.078125,0,1,0,"3",12,0.492350549657514,-287.737777777778
"7488","1","NOV2005",1,"SF",31,"1","R",1,1529.66666666667,5,1,24.3533333333333,4.13333333333333,2.56,2,1099.52888888889,0.3033121657,63.9765625,0,1,0,"3",12,0.488764000730048,-873.653333333333
"7490","1","NOV2005",0,"SK",27,"1","R",0.00666666666664512,976.333333333333,22.08,1.14,22.5133333333333,3.26,1.12,7.48666666666667,824.88,0,49.0197395833333,0,0,23.3799999999993,"4",12,0.626790546594238,-466.226666666667
"7491","1","NOV2005",1,"SB",23,"1","R",0.00666666666664469,454.333333333333,16.7866666666667,1.06,27.6733333333333,2.18,0.853333333333333,6.02,464.918333333333,0.3180608526,40.3828125,0,0,2.05333333333249,"5",12,0.522534446578993,-352.453333333333
"7493","0","NOV2005",0,"SO",18,"1","R",0,131,7,1,85,6,1,15,201.593333333333,0.0061815717,74.671875,1,1,0,"3",1,0.543155343690282,-182.22
"7494","0","NOV2005",360,"SL",21,"1","P",1,622.333333333333,1,1,0,15,4,7,483.44,0.1374196489,58.09375,1,1,0,"3",1,0.467740193035355,-442.24
"7495","0","NOV2005",0,"SO",19,"1","P",0,176.666666666667,37,1,74.284,16,0.92,6,259.94,0.230280044,49.25,0,1,0,"3",12,0.630053722336498,-145.073333333333
"7496","0","NOV2005",0,"SO",19,"1","P",0.00666666666664303,162,16.3533333333333,1.01333333333333,63.88,1,0,5,226.286666666667,0.3782012174,53.078125,0,0,2.09333333333238,"5",12,0.513906219594237,-184.566666666667
"7497","0","NOV2005",0,"SO",22,"1","P",-2.43579230859344e-14,463.333333333333,22.2533333333333,1.12666666666667,114.473333333333,8.63333333333333,2.54666666666667,1,343.5,0,32.671875,0,0,6.83999999999923,"5",12,0.471936744030764,-329.646666666667
"7498","0","NOV2005",0,"SD",20,"1","R",0,278,17,1.18,0,5.56,1.1,9.47,332.335,0.0661779954,33.84375,1,0,34.9955555555555,"5",1,0.575748727513033,-245.18
"7499","0","NOV2005",520,"SO",20,"2","R",7,1000,1,1.68,154,11.46,2.20666666666667,22.2933333333333,154,0,27.91796875,4,0,492.22,"5",0,0.154,-846
"7500","0","NOV2005",200,"SE",24,"1","R",0.0133333333333115,436,21.0533333333333,1.85333333333333,210.013333333333,3.18666666666667,1.11333333333333,7.24666666666667,466.313333333333,0.0794990072,32.5234375,0,0,11.7533333333326,"5",12,0.599589112786412,-285.193333333333
"7501","1","NOV2005",0,"SE",20,"1","P",1,709.333333333333,1,1.42,0,14,0,54,556.54,0.0087972823,77.578125,2,0,69.22,"5",1,0.499045549568969,-541.68
"7503","1","NOV2005",140,"SO",17,"1","P",0.0266666666666436,264.666666666667,13.76,1.06,12.065,10.8766666666667,0.186666666666667,11,151.4,0.1102161247,29.4609375,0,0,0.65333333333237,"5",12,0.346555959971915,-264.646666666667
"7505","1","NOV2005",1,"SO",22,"1","P",1.2,521.666666666667,4.36,1.34666666666667,11.6066666666667,8.61333333333333,1.73333333333333,9,329.326666666667,0.6806102954,44.8046875,1,0,52.0933333333333,"5",1,0.428187299917263,-378.193333333333
"7508","1","NOV2005",0,"SO",24,"1","R",2,915.666666666667,4,1,0,13.4333333333333,1.7,20.9488888888889,457,0.2142657652,38.78125,1,1,0,"3",1,0.379904297259653,-841.273333333333
"7510","1","NOV2005",780,"SO",27,"1","R",0.0466666666666467,461,19.2466666666667,1.29333333333333,28.5533333333333,6.35333333333333,1.64666666666667,14.3733333333333,721.833333333333,0.0915635384,80.359375,2,0,80.8266666666667,"5",0,0.593663957632547,-326.526666666667
"7512","1","NOV2005",1500,"SB",23,"1","H",0.00666666666664485,2645.33333333333,24.7466666666667,2.03333333333333,22.6666666666667,13,4.60666666666667,17.2466666666667,1500.38,0.2440562141,26.47265625,1,0,536.616190476191,"5",1,0.439305072471068,-1892.33333333333
"7515","1","NOV2005",340,"SO",19,"1","P",0.00666666666664361,305.333333333333,13.7889898989899,1.09333333333333,6.94666666666667,10.7133333333333,0.833333333333333,16.1866666666667,159.653333333333,0,56.6806770833333,0,0,6.49333333333236,"5",12,0.390853914513739,-264.493333333333
"7516","1","NOV2005",560,"SO",22,"1","R",0.0133333333333109,468,18.9533333333333,1.07333333333333,18.1,2.60666666666667,0.56,6.5,392.946666666667,0.0815132156,35.75,0,0,3.27999999999918,"5",12,0.49658144365424,-379.756666666667
"7518","0","NOV2005",0,"SE",21,"1","H",0.00666666666664272,737.666666666667,23.3166666666667,1.48666666666667,168.06,8.26,2.83333333333333,10.5133333333333,798.72,0.1303245598,49.8046875,1,0,196.653333333333,"5",1,0.563604643114115,-504.786666666667
"7519","1","NOV2005",400,"SG",25,"1","P",1,3050,6,1,16.58,18,7,13,123,0,35.40625,1,1,0,"3",2,0.040327868852459,-2927
"7522","1","NOV2005",400,"SA",19,"1","P",0,150,11,1.11333333333333,29.2386666666667,13,1,24,214.36,0.154545886,82.125,1.06666666666667,0,19.3799999999999,"5",4,0.526581034550823,-172.84
"7523","1","NOV2005",0,"SM",24,"2","P",1,3300,1,2,10.52,14,6,9,93,0,60.6796875,1,2,1851,"3",1,0.0281818181818182,-3207
"7527","1","NOV2005",0,"SO",21,"1","R",0.00666666666664353,480.666666666667,19.6266666666667,1.06,7.76666666666667,12.2666666666667,1.06,21.3333333333333,292.966666666667,0,72.90625,0,0,0.0666666666658203,"5",12,0.379571605150035,-418.72
"7528","1","NOV2005",2,"SB",26,"1","R",0.00666666666664512,634,22.44,1.08666666666667,53.5911111111111,2.28,1.04,8.92666666666667,714.853333333333,0,73.671875,0,0,1.57333333333262,"5",12,0.581591093145387,-409.366666666667
"7529","0","NOV2005",200,"SF",18,"1","P",1,254,3,1,289,2,0,3,247.06,0.1165699272,48.1029947916667,1.32666666666667,0,63.44,"5",3,0.491148584107455,-284.39
"7530","0","NOV2005",800,"SO",20,"1","P",0,244.666666666667,19,1,69.6533333333333,7.93666666666667,1.30666666666667,11.1866666666667,282.86,0.0024096266,14.09765625,1.14666666666667,1,0,"3",3,0.526736277007534,-219.393333333333
"7531","0","NOV2005",0,"SH",19,"1","R",0.00666666666664478,478,23.6733333333333,1.74,205.506666666667,7.55333333333333,1.15333333333333,13.0666666666667,392.317777777778,0.028255767,12.94921875,0,0,16.9266666666659,"5",12,0.550377350385093,-334.426666666667
"7532","0","NOV2005",0,"SL",21,"1","R",-2.24061510086434e-14,311.666666666667,16.8133333333333,1.1,82.58,4.62,1.18666666666667,8.78333333333333,323.913333333333,0.0737462493,50.1640625,0,0,6.82666666666581,"5",12,0.537310426181348,-227.833333333333
"7533","0","NOV2005",0,"SD",18,"1","R",0.0333333333333118,218,18.1533333333333,1.08666666666667,79.2133333333333,5.56,0.5,8.50666666666667,270.053333333333,0.4161173804,45.5,0,0,1.21999999999908,"5",12,0.605641737197909,-160.646666666667
"7534","0","NOV2005",0,"SD",39,"1","R",0.0133333333333134,592,23.9066666666667,3.04666666666667,216.766666666667,3.92,3.34,6.58666666666667,943.666666666667,0.2661685022,44.8203125,0,0,17.4533333333327,"5",12,0.774846926307189,-222.586666666667
"7535","0","NOV2005",0,"SO",27,"1","R",0.0199999999999779,313.333333333333,22.1866666666667,1.11333333333333,86.94,3.56666666666667,0.953333333333333,7.02333333333333,483.8,0.0181804436,62.1328125,0,0,9.70666666666595,"5",12,0.621116618186192,-187.853333333333
"7536","1","NOV2005",0,"SO",18,"1","P",0.019999999999977,146.666666666667,17.92,1.02,59.0266666666667,18,0,28,206.666666666667,0,81.0625,0,0,0.859999999998982,"5",12,0.505356039173519,-201.186666666667
"7540","1","NOV2005",1,"SO",19,"1","P",0,312.666666666667,22,1,7.47111111111111,8.42666666666667,0.746666666666667,4,260.301666666667,0.3699487457,78.609375,1,1,0,"3",1,0.45200369383523,-299.316666666667
"7549","1","NOV2005",1,"SA",20,"1","R",0.0199999999999777,571.666666666667,23.3,1.18666666666667,25.36,4.84,1.04666666666667,9.46,381.073333333333,0.3229528498,4.2275390625,0,0,29.7666666666659,"5",12,0.468877540726083,-436.896666666667
"7550","0","NOV2005",0,"SO",20,"1","P",0,234,17,1.12666666666667,0,13,1,11,226.233333333333,0,62.4375,1,0,18.1133333333333,"5",0,0.481424457953537,-227.306666666667
"7551","0","NOV2005",0,"SF",19,"1","R",0,251.833333333333,18,1.04666666666667,72.635,6,0,4,349.513333333333,0.0701693508,60.59375,0,0,1.65333333333236,"5",12,0.517709238152681,-267.006666666667
"7552","0","NOV2005",0,"SO",28,"1","R",1,150,1,1,70.22,5.14,1.42,9.56666666666667,414.513333333333,0,46.5627604166667,2,1,0,"3",1,1.20330965016654,40.86
"7553","0","NOV2005",0,"SO",20,"1","R",-2.29497902163682e-14,190,19.6666666666667,1.02,52.2816666666667,7.91766666666667,0.98,12.14,254.613333333333,0,56,0,0,1.73999999999908,"5",12,0.518397034178315,-198.54
"7561","1","NOV2005",400,"SF",20,"1","P",0.0133333333333096,403.888888888889,15.69,1.12,20.4666666666667,13.44,2,10,258.513333333333,0,71.921875,0,0,-8.81830904594002e-13,"5",12,0.393469736816791,-371.956666666667
"7562","1","NOV2005",0,"SO",16,"1","P",0.00666666666664298,162.333333333333,14.5386666666667,1.02666666666667,26.8533333333333,8.88,0.506666666666667,8,174.906666666667,0,60.609375,0,0,-1.01863406598568e-12,"5",12,0.425054569273249,-178.46
"7567","1","NOV2005",1400,"SO",31,"2","H",0,14850,10,3,1,13.1733333333333,2,20.6133333333333,4587,0,61.671875,1,2,449,"3",2.38666666666667,0.308888888888889,-10263
"7575","1","NOV2005",0,"SA",20,"3","P",0,661.333333333333,27,1,2.6,14.5653333333333,1.87222222222222,23.45,335.926666666667,0.1200074037,76.125,0,1,0,"3",12,0.387882086403827,-559.19
"7577","1","NOV2005",0,"SC",18,"1","P",1,343.111111111111,2,1,11.6466666666667,11.3,0.153333333333333,22.3691666666667,242.326666666667,0.0739687441,55.296875,2,1,0,"3",1,0.420849820587832,-305.226666666667
"7581","1","NOV2005",1000,"SF",21,"1","R",0.0066666666666449,781.666666666667,24.08,1.9,59.12,11.0266666666667,1.70666666666667,26.8466666666667,554.3,0.2286965908,74.515625,0,0,18.446666666666,"5",12,0.531462795148438,-485.182222222222
"7582","1","NOV2005",2,"SB",24,"1","R",0.00666666666664439,697.333333333333,19.1173333333333,1.06666666666667,11.6733333333333,1.58,0.58,4.54,551.426666666667,0.2297093002,56.2109375,0,0,2.21333333333252,"5",12,0.506853187239294,-491.326666666667
"7583","0","NOV2005",240,"SC",20,"1","P",1,200,1,3,1,4,1,58,395.28,0.0339779296,33.015625,1,3,241,"3",1,0.61242639176459,-266.435555555556
"7584","0","NOV2005",0,"SO",20,"2","P",0,265.666666666667,20,1,0,5,2,32,283.748333333333,0,71.671875,1,1,0,"3",0,0.509830489016869,-310.84
"7585","0","NOV2005",0,"SO",19,"1","P",0,150,15,1.10666666666667,67.9866666666667,2,1,17,156,0.3739244537,48.515625,1,0,73.3866666666667,"5",1,1.04,6
"7586","0","NOV2005",0,"SO",18,"1","P",1.11333333333333,176,3.86,1.02666666666667,48.4,5.55,0.166666666666667,6,160.713333333333,0.0292672652,47.59375,2,0,9.45333333333329,"5",1,0.474689703483256,-152.86
"7587","0","NOV2005",1,"SO",23,"1","R",1,257.333333333333,4,1,56.0933333333333,4.32,0.66,8.12666666666667,334.5,0,44.859375,1,1,0,"3",0,0.625396910692354,-142.233333333333
"7589","1","NOV2005",1,"SA",19,"1","P",0,300,11,1,40,0,1,39,240.228333333333,0.1428553006,57.3515625,1,1,0,"3",1,0.458253715847827,-220.033333333333
"7593","1","NOV2005",0,"SF",19,"1","P",0.0066666666666422,369.333333333333,14.5533333333333,1.12666666666667,4.98,2,2,4,229.02,0,50.65625,0,0,0.119999999999086,"5",12,0.408206053918255,-317.42
"7595","1","NOV2005",0,"SB",21,"1","R",0.0199999999999771,782,20.54,1.25333333333333,7.38666666666667,15.7866666666667,2.29333333333333,26.2666666666667,438.346666666667,0.138496473,53.90625,1,0,47.0933333333333,"5",0,0.426410358082893,-529.493333333333
"7597","1","NOV2005",60,"SO",18,"1","P",0,929,47,1,9.02,16,0,16,497.28,0,61.828125,1,1,0,"3",1,0.375995980191925,-841.846666666667
"7598","1","NOV2005",200,"FT",23,"1","P",1,2800,2,1,1,11.4533333333333,2,17.4066666666667,1394,0,38.734375,1,1,602,"3",3,0.497857142857143,-1406
"7600","1","NOV2005",0,"SM",37,"1","R",-2.04369854372999e-14,819.333333333333,25.9666666666667,1.64666666666667,39.4133333333333,3.66,2.44666666666667,6.34,1113.95333333333,0.5932219792,39.9375,0,0,30.3599999999993,"5",12,0.681835860792303,-670.04
"7601","1","NOV2005",800,"SA",25,"1","P",-2.32891483875619e-14,523.666666666667,22.0666666666667,1.16666666666667,34.4466666666667,10.1866666666667,2.38,12.38,578.426666666667,0,55.3445768229167,0,0,4.73999999999923,"4",12,0.533597433131101,-406.806666666667
"7602","1","NOV2005",0,"SO",50,"1","R",-2.08869958366146e-14,2152.33333333333,31.7866666666667,1.63333333333333,61.72,4.82666666666667,6.67333333333333,5.17333333333333,2040.71333333333,0.1293563298,40.3046875,0,0,109.066666666666,"5",12,0.650654866594855,-732.826666666667
"7603","0","NOV2005",1,"SO",18,"1","P",0,163,25,1,73.14,23,0,24,227.3,0.0516954103,45.65625,0,1,0,"3",12,0.483323607499487,-224.38
"7604","0","NOV2005",1,"SB",20,"1","P",0,232.333333333333,16,1,103.966666666667,0,1,12,273.246666666667,0.0161381767,81.25,0,1,0,"3",12,0.546145826314281,-220.346666666667
"7605","0","NOV2005",0,"SO",21,"4","P",-2.39519515332631e-14,333.666666666667,19.96,1.13333333333333,68.0866666666667,4,2,6,325.013333333333,0.0645046344,54.484375,0,0,25.3133333333327,"5",12,0.509441177193511,-254.133333333333
"7606","0","NOV2005",1,"FT",18,"1","P",0.0333333333333106,473.888888888889,30.3266666666667,1.91333333333333,403.533333333333,4,0,3,435.08,0.1061987579,81.8125,0,0,11.5599999999992,"5",12,0.564527691199701,-336.653333333333
"7607","0","NOV2005",2,"SE",22,"1","R",1,200,1,1,110.916666666667,6.72666666666667,1.43333333333333,10.5066666666667,395.646666666667,0.3903571498,25.39453125,1,1,0,"3",1,0.82801913602111,-80.9133333333333
"7608","0","NOV2005",400,"SL",22,"1","R",0.006666666666645,387.333333333333,20.9266666666667,1.32666666666667,110.4,3.77333333333333,1.29333333333333,8.00666666666667,397.32,0.1719906204,39.59375,0,0,2.89333333333254,"5",12,0.596711079957231,-217.22
"7609","0","NOV2005",0,"SO",18,"1","P",1,175.733333333333,4.69333333333333,1.03333333333333,39.32,10.3266666666667,0.12,14.6466666666667,121.126666666667,0.1552387793,38.21875,0,0,0.0333333333323583,"5",12,0.361005756909015,-176.66
"7610","1","NOV2005",120,"SC",19,"1","P",0,482.333333333333,17,1,10.2133333333333,4,0,32,271.06,0.1268442408,54.609375,1,1,0,"3",0,0.378370071003935,-402.353333333333
"7614","1","NOV2005",0,"SO",18,"1","P",1,325.166666666667,2,1,6.93333333333333,12,0,14,62.4051111111111,0.0292796735,74.5,0,1,0,"3",12,0.171455902619798,-366.76
"7616","1","NOV2005",1,"SJ",17,"1","P",0.026666666666643,772.333333333333,22.347619047619,1.11333333333333,13.16,22,0.56,7,397.88,0.052043817,53.5,0,0,0.63999999999913,"5",12,0.409668092230843,-532.986666666667
"7618","1","NOV2005",0,"SO",18,"1","P",1,305.666666666667,4,1,6.62,8,0,2,204.133333333333,0.0700515637,60.2265625,1,1,0,"3",1,0.432916068164233,-277.743333333333
"7622","1","NOV2005",0,"SB",20,"1","R",1.03333333333333,342.333333333333,3.48,1.08,8.24,11.0733333333333,0.986666666666667,16.9066666666667,252.366666666667,0.4623343209,50.421875,1,0,13.7066666666666,"5",1,0.42557814958825,-306.406666666667
"7623","1","NOV2005",0,"SA",19,"1","R",0.0133333333333103,256.5,20.9891666666667,1.07333333333333,40.025,7.8,0.766666666666667,12.94,272.844444444444,0,20.08984375,0,0,2.87999999999902,"5",12,0.525827917602834,-223.36
"7624","1","NOV2005",0,"SO",18,"1","P",0.0133333333333093,163.666666666667,16.9133333333333,1.02,40.06,11.3988888888889,0.22,11.1666666666667,230.186666666667,0,59.34,0,0,-1.03246596457514e-12,"4",12,0.501759789995117,-242.006666666667
"7625","1","NOV2005",0,"FT",25,"1","R",-2.22203736891894e-14,975.333333333333,28.085,1.09333333333333,44.44,2.46,1.48,6.38,740.346666666667,0,46.1112955729167,0,0,17.4199999999994,"4",12,0.544794232924189,-552.906666666667
"7626","0","NOV2005",0,"SO",19,"2","P",2,1150,2,1,1,16,2,7,1,0,73.28125,3,1,0,"3",0,0.000869565217391304,-1149
"7627","0","NOV2005",1000,"SO",21,"5","P",0,3550,33,1,1,14.4866666666667,4.19333333333333,22.84,1207,0.0098244466,59.140625,1,1,2338,"3",1.37333333333333,0.34,-2343
"7630","1","NOV2005",1,"SL",18,"1","P",0,169.666666666667,27,1,75.54,4,0.546666666666667,13,305.746666666667,0.2757745776,36.7890625,1,1,0,"3",1,0.604214492667053,-180.946666666667
"7633","1","NOV2005",0,"SD",20,"1","P",0,622,19,1,157.68,3,1,3,506.533333333333,0.139277366,39.6796875,1.14666666666667,0,120.82,"1",3,0.572302101176164,-387.793333333333
"7636","1","NOV2005",500,"SO",18,"1","P",2,427,4,2,0,1,0,33,267.406666666667,0.1273095333,76.828125,2,1,0,"3",1,0.4200359321463,-359.073333333333
"7637","1","NOV2005",1,"SB",20,"1","P",0,635,39,1,17.24,9,1,3,436.326666666667,0.0676590132,71.71875,0,1,0,"3",12,0.438519159110648,-483.61
"7641","1","NOV2005",1,"SK",20,"1","R",0.0066666666666447,511,18.0733333333333,1.08666666666667,14.1066666666667,12.5033333333333,0.933333333333333,16.5466666666667,294.257777777778,0.0907724327,24.4296875,0,0,3.07999999999916,"5",12,0.399599916266211,-387.54
"7644","1","NOV2005",500,"SM",26,"1","R",0.013333333333312,812,22.9333333333333,1.28,38.2266666666667,3.15333333333333,1.06,8.56,779.293333333333,0.1417896864,70.109375,0,0,10.3199999999994,"5",12,0.585089051817457,-494.14
"7645","0","NOV2005",0,"SF",42,"1","R",1,4550,5,4,139.82,13.64,4.46,15.57,1797,0.1069554526,43.421875,1,4,0,"3",3,0.394945054945055,-2753
"7646","0","NOV2005",600,"SO",24,"1","R",0,325.666666666667,25,1,76.9733333333333,3.34,0,6.46666666666667,440.74,0.1409687651,56.7578125,0,1,0,"3",12,0.546359324532292,-273.6
"7647","0","NOV2005",0,"SM",22,"5","P",0.0199999999999774,1079.66666666667,25.94,1.7,129.766666666667,10.7533333333333,3.53333333333333,16.4133333333333,652.356666666667,0,49.65728515625,2,0,438.653333333333,"5",1,0.447262926896593,-864.744444444445
"7648","0","NOV2005",0,"SA",19,"1","R",-2.27699340863789e-14,191.333333333333,18.8666666666667,1.07333333333333,51.32,6.18666666666667,0.666666666666667,9.53333333333333,254.78,0.5110072326,52.4296875,0,0,1.4066666666657,"5",12,0.545695262617302,-176.413333333333
