"","GOOD","app_date","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02","NewFeature1","NewFeature2"
"8588","1","FEB2006",0,"SN",35,"1","R",0,2350,16,2,0,0,0,2,310,0.0718563031,54.734375,1,2,2,"3",0,0.131914893617021,-2040
"8590","1","FEB2006",0,"SL",34,"2","H",0,2400,31,4,0,15.9666666666667,8,19.9733333333333,2233,0,46.2109375,1,2,0,"3",1.82666666666667,0.930416666666667,-167
"8592","1","FEB2006",1000,"SE",22,"1","R",1,500,2,1,8.19333333333333,10.1933333333333,1.25333333333333,19.8066666666667,432.526666666667,0.1105008258,67.796875,1,1,0,"3",1,0.450461121126458,-511.68
"8593","0","FEB2006",0,"SD",23,"1","R",0,350.666666666667,16,1.46,135.815555555556,6.71333333333333,1.79333333333333,12.26,356.646666666667,0.0745728193,66.9375,2,0,42.5488888888889,"5",1,0.548360232422688,-272.86
"8596","1","FEB2006",1,"SB",35,"1","R",-2.08407365439219e-14,744.666666666667,21.0933333333333,1.46666666666667,22.2733333333333,1.94,1.40666666666667,5.08666666666667,625.106666666667,0,46.6544401041667,0,0,12.9733333333326,"4",12,0.584474438416378,-445.9
"8602","0","FEB2006",1,"SB",19,"1","P",2,1150,4,11,247.14,16,1,49,631.886666666667,0.1326794364,50.9921875,3,4,70,"3",1,0.447942789054532,-930.24
"8603","1","FEB2006",0,"SF",19,"1","P",1,600,3,2,0,5,1,34,352.855,0.1561671081,68.765625,1,2,0,"3",1,0.355881186516956,-590.98
"8605","1","FEB2006",1,"SL",20,"3","P",0,500,11,1,8.9,5,3,12,30,0.0222559805,54.046875,1.05333333333333,1,0,"3",4,0.06,-470
"8606","1","FEB2006",80,"SN",24,"0","P",1,6750,4,1,22.58,1,1,7,960,0.6567657646,65.484375,1,1,1042,"3",2,0.142222222222222,-5790
"8607","1","FEB2006",1,"SN",20,"0","R",1,100,6,1,0,0,1.24666666666667,13.2733333333333,123,0.0409385273,7.9873046875,1,1,0,"3",1,1.23,23
"8610","0","FEB2006",0,"SO",18,"1","R",1.32666666666667,308.666666666667,4.09333333333333,1.12,94.8066666666667,11.1733333333333,0,22.3,247.5,0.0929586547,52.640625,2,0,58.57,"5",1,0.454899907579355,-271.52
"8611","1","FEB2006",0,"SD",21,"1","R",0.00666666666664351,536.333333333333,20.02,1.1,20.46,4.25333333333333,0.926666666666667,9.61,450.108333333333,0,46.4684375,0,0,3.30666666666584,"4",12,0.501587046149231,-464.853333333333
"8613","1","FEB2006",0,"SO",25,"1","P",-2.4163634056625e-14,610,23.8733333333333,1.14666666666667,10.8,10.24,2.04666666666667,16.9733333333333,369.302666666667,0,55.2184375,0,0,-8.33513998562315e-13,"4",12,0.382656979524776,-569.336666666667
"8614","1","FEB2006",0,"SB",19,"1","P",2,500,3,2,12.7533333333333,16,2,75,0,0.0928032161,69.84375,1,2,0,"3",3,0,-500
"8615","1","FEB2006",1,"SF",21,"3","P",0,1433.66666666667,9,5,30.3266666666667,16,3,57,735.826666666667,0.0485617829,54.0234375,1,2,0,"2",2,0.440306744074599,-1071.06666666667
"8620","1","FEB2006",0,"FT",22,"5","P",0,861.5,34,1,31.8866666666667,6,3,12,611.093333333333,0.0263772011,76.4375,1,1,0,"3",0,0.49276035981866,-752.466666666667
"8621","1","FEB2006",1,"SO",18,"0","P",1.06,417.666666666667,5.28533333333333,1.23833333333333,7.44666666666667,0,0,8,248.293333333333,0.1788802845,43.171875,1.06,0,23.0399999999999,"5",4,0.442633320249085,-310.846666666667
"8623","1","FEB2006",0,"SN",23,"3","R",2,1500,3,3,0,8.16,3.72,3,1065.58444444444,0.5353373643,17.76953125,3,3,3517,"3",1,0.432868548176567,-1471.92
"8624","1","FEB2006",0,"SD",25,"4","R",0,200,10,4,42,4.28,0,2,691.230666666667,0,41.40625,1,3,1968,"3",1,0.572271364036613,-490.06
"8625","0","FEB2006",0,"SO",25,"1","R",0,411.333333333333,52,3,310.713333333333,5.24,0,9.92,654.373333333333,0.1475060228,40.8203125,0,0,17.6599999999993,"5",12,0.621182025302472,-263.126666666667
"8626","1","FEB2006",720,"SM",29,"3","P",0,2082.33333333333,33,2,47.5066666666667,17.9133333333333,9.29333333333333,19.3466666666667,1486.38,0,20.94140625,1,2,0,"3",0,0.524027695792319,-1258.90666666667
"8627","0","FEB2006",2820,"SC",20,"2","R",0.0733333333333108,2203.33333333333,35.61,2.07333333333333,258.873333333333,10.0466666666667,0,21.84,1659.27333333333,0,43.4845475260427,1,0,1193.76222222222,"5",0,0.465112766611712,-1345.74
"8628","1","FEB2006",1,"SO",18,"1","P",0.00666666666664203,364,18.8142857142857,1.03333333333333,8.90666666666667,4.54666666666667,0.38,9.85333333333333,214.726666666667,0,56.4140625,0,0,0.106666666665705,"5",12,0.412910339929895,-269.226666666667
"8629","1","FEB2006",0,"SK",24,"1","R",-2.14043597660899e-14,716.666666666667,24.0333333333333,1.32666666666667,32.08,4.26666666666667,1.88,7.38666666666667,677.147222222222,0.8411875274,38.796875,0,0,9.13999999999931,"5",12,0.566897218596098,-531.906666666667
"8631","0","FEB2006",0,"SO",22,"4","R",-2.21855867010845e-14,349.666666666667,22.0733333333333,1.34,92.8466666666667,5.48666666666667,1.51333333333333,10.1933333333333,378.606666666667,0.1720929099,45,0,0,30.2266666666661,"5",12,0.543626904690377,-299.84
"8635","0","MAR2006",0,"SG",21,"2","P",0,50,49,1,167.033333333333,27,4,22,497.566666666667,0,72.484375,2,1,0,"3",0,0.641823985309485,-278.862222222222
"8636","1","MAR2006",0,"SA",17,"1","P",0.0866666666666439,312,12.5,1.22666666666667,14.0533333333333,7,0,18,188.633333333333,0.013356764,82.5,2,0,19.2333333333333,"5",1,0.414637814446449,-276.34
"8639","1","MAR2006",0,"SA",21,"2","P",0,350,28,4,38.6933333333333,21,3.50666666666667,11,217,0.3986617392,50.875,1,2,0,"3",1,0.62,-133
"8641","1","MAR2006",2280,"SO",36,"1","R",0.0133333333333126,7372,36.16,2.53333333333333,126.013333333333,6.81333333333333,6.72666666666667,2,4481.38,0.1225289283,59.734375,0,0,161.06,"5",12,0.559617070179844,-3929.38666666667
"8642","1","MAR2006",1,"SB",20,"1","R",0.0266666666666433,366.333333333333,14.14,1.18,13.3133333333333,10.4133333333333,0.8,11,249.108333333333,0.159288933,39.53125,1,0,27.26,"5",0,0.455454574165431,-302.773333333333
"8654","1","MAR2006",980,"SH",34,"2","P",1,845.333333333333,3,3,28.4088888888889,11.4066666666667,2,16.78,716.366666666667,0.105241243,44.2578125,2,2,118,"3",1,0.491996408462625,-777.7
"8655","1","MAR2006",0,"SM",26,"2","R",0,2431.33333333333,17,1.60666666666667,0,11.5533333333333,0,21.6933333333333,1145.4,0.7120953444,73.671875,1,0,848.442222222222,"5",1,0.429886969551345,-1504.218
"8656","0","MAR2006",200,"SH",19,"1","R",-2.27832567626744e-14,328,7.14,1.10666666666667,107.503333333333,8.88,0,11.9933333333333,335.02,0.004964865,45.9140625,0,0,5.71333333333239,"5",12,0.500649512314373,-301.613333333333
"8661","0","MAR2006",0,"SA",29,"1","R",1,2550,4,2,123.993333333333,21,12,77,2572,0,51.09375,2,2,163,"3",1,1.00862745098039,22
"8663","1","MAR2006",160,"SO",19,"1","P",0,772.333333333333,22,1,15.92,15,0.966666666666667,35,382.68,0,64.734375,3,1,0,"3",1,0.399890842002112,-540.986666666667
"8664","1","MAR2006",1,"SA",20,"2","P",0,502.666666666667,17,1,0,8,3,29,423.706666666667,0,87.75,1,1,0,"3",1,0.494850183458492,-417.3
"8666","0","MAR2006",0,"SO",18,"1","P",2,750,4,1,415,12,0,13,461.98,0,74.578125,3,1,402,"2",1,0.481511049433953,-694.493333333333
"8667","0","MAR2006",0,"SO",18,"1","P",2,750,4,1,416,13,0,12,472.326666666667,0,74.90625,3,1,401,"2",1,0.482001169672787,-693.366666666667
"8668","1","MAR2006",0,"SL",19,"2","P",0.013333333333309,1029.66666666667,25.9533333333333,1.27333333333333,51.66,6,2,3,1343.18,0.1674186322,97.015625,0,0,30.9599999999994,"5",12,0.566973843644795,-655.933333333333
"8669","0","MAR2006",100,"SH",23,"2","R",1,400,2,2,86,7.76666666666667,0,14.0933333333333,388.586666666667,0.3456878476,60.2109375,1,2,112,"3",1,0.540440856818664,-424.533333333333
"8671","1","MAR2006",0,"SO",30,"1","P",0,1362.66666666667,56,1.72,26.7533333333333,22,12,12,1216.81333333333,0.0550282029,41.3046875,2,0,182.246666666667,"5",0,0.586871732532082,-703.226666666667
"8672","1","MAR2006",400,"SL",21,"1","R",0.0199999999999773,388.333333333333,15.0133333333333,1.19333333333333,38.9266666666667,4.36666666666667,0.906666666666667,9.38666666666667,351.566666666667,0,42.420074869792,0,0,4.78666666666585,"4",12,0.533597800254569,-248.43
"8673","1","MAR2006",0,"SL",32,"1","R",0.0133333333333121,1352.77777777778,24.9533333333333,1.07777777777778,14.3466666666667,1.92666666666667,0.953333333333333,6.12,836.446666666667,0,39.2261555989587,0,0,19.7133333333327,"5",12,0.529005724564051,-691.24
"8678","1","MAR2006",1,"SJ",18,"0","P",0.0199999999999754,1413.16666666667,38.9877777777778,1.11333333333333,44.3866666666667,12.8386666666667,1.28,19.1216666666667,617.926666666667,0,52.8856315104167,0,0,0.0199999999993749,"4",12,0.428482827529867,-1149.31333333333
"8679","1","MAR2006",0,"SD",19,"2","R",-2.32750855625833e-14,782.333333333333,30.5611111111111,1.18,25.2133333333333,15.46,1.24,20.9466666666667,490.02,0,54.63525390625,0,0,7.45999999999932,"4",12,0.421265614840256,-594.17
"8693","1","MAR2006",1,"SO",19,"2","P",1,568.666666666667,2,1,0,26,1.44,2,278.733333333333,0.017380819,57.59375,1,1,0,"3",1,0.375639658890895,-672.653333333333
"8694","0","MAR2006",0,"SE",22,"1","R",0,1246.33333333333,33,1,125.586666666667,6.56666666666667,1.4,9.12666666666667,783.293333333333,0.0176387575,25.4375,1,1,1075,"3",1.04666666666667,0.458150928211081,-848.093333333333
"8695","1","MAR2006",480,"SB",27,"1","R",1,1355.66666666667,4,1,40,13,0,22.0666666666667,647.486666666667,0.3760035755,54.21875,1,1,0,"3",1,0.419614143735008,-884.02
"8696","1","MAR2006",1000,"SO",23,"1","R",0.00666666666664414,671.666666666667,21.6933333333333,1.19333333333333,18.1066666666667,2.40666666666667,0.686666666666667,5.54,468.315,0,32.1403125,0,0,1.2666666666659,"5",12,0.498170799961094,-535.31
"8699","0","MAR2006",1,"SE",22,"1","P",0,5950,9,1,85,15,5.94666666666667,75,5859,0.0232958624,59.5,1,1,0,"3",0,0.984705882352941,-91
"8701","1","MAR2006",0,"SB",18,"1","P",1,350,6,2,0,7,1,31,0,0.0221650974,56.4375,2,2,0,"3",0,0,-350
"8702","1","MAR2006",500,"SN",21,"3","P",0,1688.33333333333,7,2,0,10,3.02,29,745.546666666667,0,85.328125,2,2,759,"3",0,0.342401021398418,-1441.59333333333
"8703","1","MAR2006",1,"SE",19,"1","P",1,950,5,1,28.6733333333333,17,2,25,867,0,87.78125,1.18666666666667,1,0,"3",2,0.912631578947368,-83
"8705","1","MAR2006",0,"SA",21,"1","P",0,723.333333333333,11,2,3.94,11,1,17,359.36,0.0306691304,60.453125,2,2,0,"3",1,0.395656880562226,-606.573333333333
"8707","1","MAR2006",0,"SK",19,"1","P",0,738.333333333333,26,1,4.83333333333333,19,0,10,362.12,0.1000077575,62.1953125,0,1,0,"3",12,0.392826560865372,-582.96
"8708","1","MAR2006",0,"SB",18,"0","P",0,2470,27,1,30.9066666666667,13.3233333333333,14,9,1826.86,0.1963304775,56.3828125,2,1,0,"3",0,0.58486828911428,-1245.92666666667
"8709","1","MAR2006",200,"SA",19,"1","P",0.0199999999999754,361.666666666667,13.1266666666667,1.18666666666667,5.43333333333333,15,2,5,212.46,0.0936604773,65.078125,1,0,21.4266666666666,"5",0,0.417688467697751,-310.593333333333
"8711","0","MAR2006",1,"SO",19,"1","R",0,797.333333333333,8,1,103.306666666667,5.645,1.22,2,523.757777777778,0,59.703125,2,1,591,"3",0,0.45255596022971,-753.066666666667
"8712","1","MAR2006",560,"FT",23,"1","R",2,500,2,12,0,11.6866666666667,0,22.3,0,0.4045220716,53.3515625,3,4,0,"3",0,0,-500
"8713","1","MAR2006",1,"SO",20,"1","P",0,24100,15,3,0,12.24,18,26.8333333333333,26752,0.0831079851,45.5234375,1,2,0,"3",0,1.11004149377593,2652
"8714","1","MAR2006",0,"SH",26,"2","H",0,5850,13,3,20.98,13.1466666666667,0,21.7155555555556,1488,0.1024876286,45.9765625,1,3,32,"3",1.96666666666667,0.254358974358974,-4362
"8715","1","MAR2006",0,"SM",29,"4","P",0,200,11,3,0,13.2733333333333,4,27.5866666666667,216,0.1603858415,70.984375,1,3,1510,"3",3,1.08,16
"8716","1","MAR2006",1000,"SB",22,"1","H",0,2069.58333333333,17,1,0,9.53851851851852,3.03333333333333,13.5733333333333,1183.92666666667,0.0344431041,54.15625,1,1,0,"3",2,0.509285170945471,-1228.17333333333
"8717","1","MAR2006",0,"SB",21,"1","R",0,413,15,1,0,5.97185185185185,0,9.96,391.793333333333,0.2435580008,29.53125,2,1,0,"3",1,0.500596708218522,-402.093333333333
"8718","1","MAR2006",0,"SD",18,"0","R",3,1242.66666666667,2,1,0,12.3044444444444,0.893333333333333,22.0266666666667,508.36,0,9.51953125,2,1,42,"3",1,0.332243641178056,-1241.04666666667
"8719","0","MAR2006",800,"SB",25,"1","R",2,100,1,1,156.796666666667,5.94666666666667,1.44666666666667,11.0866666666667,368.14,0.0427166211,57.2421875,3,1,0,"3",0,1.17633705072002,25.8933333333333
"8720","1","MAR2006",1,"SO",22,"1","R",1.12666666666667,353.666666666667,5.66666666666667,1.12666666666667,36.86,3.52666666666667,0.66,6.54666666666667,304.426666666667,0.3919857275,46.9140625,1.17333333333333,0,34.46,"5",4,0.52916486055546,-263.81
"8721","1","MAR2006",500,"SD",20,"2","R",0.00666666666664384,778,22.9333333333333,1.21333333333333,20.0933333333333,14.8133333333333,1.37333333333333,23.1333333333333,445.02,0,57.0821484375,0,0,5.80666666666598,"4",12,0.419583311969848,-574.716666666667
"8728","1","MAR2006",0,"SK",18,"1","P",0.00666666666664313,244.333333333333,17.3244444444444,1.06666666666667,41.54,4,1,23,248.58,0.4610985843,69.25,0,0,0.126666666665698,"5",12,0.492829447733973,-221.38
"8729","0","MAR2006",0,"SA",21,"2","P",0,753.666666666667,138,2,173.908333333333,10,4,17,501.1,0.122226509,60.84375,3,1,0,"3",1,0.44351500691217,-757.06
"8730","1","MAR2006",0,"FT",18,"1","P",0.00666666666664213,802.666666666667,34.5466666666667,1.04666666666667,22.4333333333333,21,0.548888888888889,11,559.353333333333,0.0777171997,35.703125,0,0,4.47333333333251,"5",12,0.44152598599011,-579.853333333333
"8731","1","MAR2006",1,"SF",24,"3","P",0,1650,9,1,0,8,6,9,218,0.0429120481,79.109375,2,1,569,"3",1,0.132121212121212,-1432
"8733","1","MAR2006",0,"SE",20,"1","P",1,2600,5,2,11.5266666666667,11.7533333333333,1,7,0,0,47.140625,1,2,0,"3",2.04444444444444,0,-2600
"8735","0","MAR2006",0,"SA",23,"1","P",0,447,15,1.55333333333333,65,26,3.78,5,432.133333333333,0.1615603874,45.8203125,2,0,80.82,"5",0,0.529289432985021,-289.12
"8736","1","MAR2006",1,"SG",22,"1","P",0,1224.66666666667,20,2,7.86,16.22,5,21.2111111111111,591.031111111111,0.157894861,52.734375,1,2,0,"3",1.68666666666667,0.375916450962584,-1015.55333333333
"8737","1","MAR2006",0,"SL",26,"4","R",1,1900,6,2,21.9666666666667,10.1333333333333,2.48,18.7266666666667,807.913333333333,0.0058667848,19.78515625,2,2,1157,"3",1,0.346255278848428,-1224.64333333333
"8738","1","MAR2006",0,"SA",20,"2","R",1,326.666666666667,5,1.08666666666667,20,7.05333333333333,0.653333333333333,10.1666666666667,271.28,0.036078396,34.3359375,0,0,4.4933333333326,"5",12,0.451936787146518,-342.023333333333
"8741","1","MAR2006",500,"SD",16,"0","P",0.0199999999999761,380,23.8366666666667,1.08666666666667,71.8,11.02,0.26,24.2333333333333,351.94,0.0748771257,79.453125,0,0,5.84666666666577,"5",12,0.524642029752581,-328.248888888889
"8744","1","MAR2006",0,"SD",19,"1","P",1,1100,5,1,0,10,2,10,61,0.1359202084,57.3359375,1,1,824,"3",3,0.0554545454545455,-1039
"8745","1","MAR2006",0,"SF",18,"0","P",-2.46110539355489e-14,675.333333333333,19.1066666666667,1.1,5.08666666666667,6,0,6,416.54,0,69.40625,0,0,0.719999999999115,"5",12,0.423786210679834,-526.926666666667
"8746","1","MAR2006",0,"SE",19,"0","P",0,50,8,3,0,5,0,5,418.18,0,65.21994140625,1,3,0,"3",1,0.536911585287922,-496.546666666667
"8750","0","MAR2006",1200,"SD",31,"4","P",0,815.666666666667,23,2,204.084444444444,12.0066666666667,3.76666666666667,19.5666666666667,632.79,0.2464013812,54.1875,3,1,0,"3",1,0.51072538504934,-568.833333333333
"8752","0","MAR2006",0,"SH",19,"1","R",-2.2784366985699e-14,344,18.82,1.14,85.1266666666667,9.74666666666667,0,19.4333333333333,316.62,0,50.6471875,0,0,8.03999999999909,"5",12,0.484380415203309,-309.033333333333
"8756","1","MAR2006",0,"SD",20,"2","P",0,1519,8,1,15.2066666666667,8,4,89,740.333333333333,0.046895796,60.234375,0,1,0,"3",12,0.397180372929238,-1052.48666666667
"8758","1","MAR2006",0,"SC",18,"1","P",0.0133333333333092,2196,32.8266666666667,1.55333333333333,49.3066666666667,11,9,14,1903.55333333333,0.1446662573,69.84375,1,0,194.766666666667,"5",2,0.582563695934652,-1323.04
"8759","0","MAR2006",0,"SO",27,"1","P",0,1912,52,2.31333333333333,223.064444444444,22,9,12,1388.77333333333,0.2312633763,36.0234375,1.21333333333333,0,327.229333333333,"5",4,0.577629348302955,-809.266666666667
"8760","1","MAR2006",0,"SO",22,"2","P",1.21333333333333,2836.33333333333,6,2,30,21,20,9,1374.38666666667,0.0668328346,71.28125,1,2,0,"3",3,0.423973113700602,-2219.39333333333
"8761","1","MAR2006",0,"SA",19,"0","P",-2.48123743773476e-14,614,23.56,1.08666666666667,3.26,24,3,7,386.9,0,59.6791666666667,0,0,2.5599999999992,"5",12,0.398820893975496,-476.96
"8762","1","MAR2006",0,"SO",19,"1","P",0,276.333333333333,14,1,19,3,0,7,196.853333333333,0.5466991141,61.65625,0,1,0,"3",12,0.41024413732279,-326.173333333333
"8763","0","MAR2006",0,"SN",30,"0","R",0,200,18,1.47333333333333,99.1133333333333,0,0,3,248,0.0356740442,43.2265625,0,0,43.7333333333326,"5",12,1.24,48
"8764","1","MAR2006",0,"SN",45,"1","R",0.0266666666666458,1363.66666666667,28.52,1.80666666666667,37.9933333333333,6.14,5.30666666666667,6.21333333333333,1095.37333333333,0.1611338407,47.65625,0,0,10.1799999999994,"5",12,0.604690596561578,-628.193333333333
"8765","1","MAR2006",1,"SO",21,"3","P",1,3950,5,2,1,11,3,31,310,0,90.265625,2,2,205,"3",0,0.0784810126582278,-3640
"8766","1","MAR2006",0,"SL",30,"1","R",0,1200,29,2,32.34,14.9,6,19.5133333333333,1024,0.2043640139,38.9765625,0,1,0,"3",12,0.853333333333333,-176
"8767","1","MAR2006",1400,"SN",32,"1","R",2,676,6,2,36.8733333333333,4.86,2.02,7.88666666666667,743.838333333333,0.693205066,30.36328125,3,1,0,"3",1,0.609628064415212,-496.426666666667
"8768","0","MAR2006",0,"SF",22,"2","R",1,200,3,1,93.8466666666667,8.82,0,13.9333333333333,288.606666666667,0.2261190536,25.8046875,1,1,224,"3",2,0.482295145662998,-322.186666666667
"8769","1","MAR2006",0,"SE",17,"0","P",0.00666666666664277,1508.33333333333,35.4711111111111,1.11333333333333,23.22,12.0933333333333,1.93333333333333,18.24,686.953333333333,0,17.85546875,0,0,41.4799999999994,"5",12,0.378250616931209,-1016
"8775","1","MAR2006",0,"SO",20,"1","R",-2.34797366734559e-14,351.666666666667,18.4133333333333,1.05333333333333,7.85333333333333,12.2133333333333,1.26,19.65,226.246666666667,0,74.953125,0,0,0.0333333333324443,"5",12,0.390521732447869,-444.366666666667
"8779","1","MAR2006",0,"SH",19,"0","P",0,1468.33333333333,7,1,5.09333333333333,14,1.14,55,454.526666666667,0,76.84375,1,1,0,"3",2,0.318064608417147,-1206.33333333333
"8784","1","MAR2006",0,"SO",16,"1","P",-2.3103371068108e-14,161.666666666667,19.225,1.01333333333333,42.6622222222222,8.58,0.153333333333333,6,183.646666666667,0.0845800545,37.4765625,0,0,0.366666666665684,"5",12,0.502222467623765,-179.28
"8787","0","MAR2006",0,"SO",39,"1","H",0,1900,13,3,160.3,4.44666666666667,1,10.52,1642,0.0713234537,44,1,2,0,"1",1.53333333333333,0.864210526315789,-258
"8788","1","MAR2006",0,"SO",20,"2","P",1,357.666666666667,4,1.24666666666667,11.04,11.5966666666667,1.74,17.2166666666667,217.466666666667,0.1001631764,57.625,2,0,60.6066666666667,"5",1,0.421588069253929,-349.653333333333
"8789","1","MAR2006",1300,"SO",28,"1","H",0,9150,21,1,0,9.52666666666667,2,19.8,6726,0.3668057527,75.546875,2,0,563.666666666667,"5",0,0.735081967213115,-2424
"8791","1","MAR2006",0,"SO",21,"2","R",0.00666666666664294,631.666666666667,21.6733333333333,1.29333333333333,14.2266666666667,7.38333333333333,1.33333333333333,11.14,383.626666666667,0.7095377892,41.5234375,1,0,141.3,"5",0,0.471360570955932,-511.71
"8792","1","MAR2006",0,"SO",26,"1","R",-2.16674826229261e-14,871.5,21.0533333333333,1.34666666666667,12.5333333333333,1.26666666666667,0.826666666666667,5.38666666666667,650.433333333333,0.2740279045,25.44140625,0,0,9.34666666666604,"5",12,0.522948737429343,-579.26
"8795","1","MAR2006",0,"FT",18,"1","P",0.0333333333333086,629.333333333333,23.0733333333333,1.17333333333333,40.0733333333333,16,0,36,392.886666666667,0.025593942,71.875,1,0,40.5533333333333,"5",0,0.49062173376819,-457.02
"8797","1","MAR2006",0,"SB",18,"1","P",1,500,6,1,35.5466666666667,19,1,20,433,0.5840432476,48.2109375,1,1,0,"3",1,0.866,-67
"8799","1","MAR2006",0,"SA",20,"2","P",0,214.333333333333,17,1,45,2,2,10,296.24,0.1998697734,66.609375,1,1,0,"3",0,0.574896230264888,-232.793333333333
"8800","1","MAR2006",1,"SO",20,"1","P",0,685.666666666667,38,1,6.06,19,3,9,400.556,0.0462226137,69.640625,0,1,0,"3",12,0.385673083287088,-610.78
"8801","1","MAR2006",0,"SO",21,"1","P",0,1180.33333333333,27,4,46.2533333333333,13,3.70666666666667,6,732.28,0.0900831714,68.4375,1,0,296.56,"5",0,0.471333342752063,-803.406666666667
"8802","1","MAR2006",0,"SA",22,"0","P",0,2950,8,1,1,11,3,4,620,0.0317118872,71.890625,1,1,1981,"3",1.89333333333333,0.210169491525424,-2330
"8803","0","MAR2006",0,"SD",24,"1","R",0,300,8,5,70,6.74333333333333,3,2,279,0.489062652,49.265625,4,2,144,"1",0,0.93,-21
"8804","1","MAR2006",0,"SO",17,"2","P",0.0199999999999747,225,20.2866666666667,1.14,49.82,17,0,20,246.053333333333,0.6843878645,45.71875,1,0,40.36,"5",1,0.533724428614323,-208.186666666667
"8806","1","MAR2006",1,"SF",21,"1","P",0,700,15,1,29.98,21,3,1,512.388333333333,0.7463013604,52.9296875,2,0,97.18,"2",1,0.46690184481631,-749.806666666667
"8807","1","MAR2006",0,"SL",47,"0","H",2,10790,6,5,103.506666666667,11.94,3,18.7755555555556,5230.47333333333,0.1581430361,64.796875,5,2,0,"2",0,0.448832574538954,-6798.08666666667
"8808","1","MAR2006",0,"SM",28,"0","R",0,753.333333333333,36,4,20.02,4.94,1.99333333333333,10.06,936.553333333333,0.2105882708,51.1328125,1,2,0,"3",1,0.575521532064024,-693.92
"8809","0","MAR2006",1100,"SB",27,"1","R",0,383,36,4,166.466666666667,3,1.75333333333333,7.51333333333333,801.393333333333,0.2815729342,44.7421875,1,3,0,"3",1.9,0.61746015833684,-329.226666666667
"8810","0","MAR2006",1500,"SB",28,"2","R",0,1945.66666666667,27,1,190.933333333333,13.7266666666667,5.1,25.1466666666667,1369.19333333333,0,4.6767578125,2,1,471,"3",0,0.487800328278609,-1228.38666666667
"8811","1","MAR2006",0,"SL",39,"1","H",1,17600,5,1,0,14.8733333333333,6,20.6133333333333,124,0.3624487901,60.4765625,3,1,0,"3",0,0.00704545454545455,-17476
"8812","1","MAR2006",1,"SA",19,"2","P",1.04666666666667,342.333333333333,3.82,1.24666666666667,8.76666666666667,11.5066666666667,1.40666666666667,14.4266666666667,216.82,0.4615767989,53.2060677083333,1,0,61.12,"5",0,0.425740578908421,-362.413333333333
"8818","1","MAR2006",200,"SB",19,"1","P",0,732.333333333333,31,2,7.6,15,0,27,492.273333333333,0.0314804433,76.40625,1,2,0,"3",1.28,0.443185770026948,-591.126666666667
"8820","1","MAR2006",0,"SB",33,"0","R",0,2440,31,4,49.8266666666667,8,9,23,2064.16666666667,0.0860416603,85.65625,0,0,103.793333333333,"5",12,0.641271270898122,-959.64
"8822","0","MAR2006",0,"SO",21,"2","P",0,2104,9,3,125,3,4.11333333333333,9,1420.32222222222,0,97.1875,3,2,1602,"3",0,0.478258929372,-1163.32666666667
"8823","1","MAR2006",1,"SC",20,"2","P",1,200,4,1,0,18,3,6,304.46,0.0407617129,64.4375,1,1,0,"3",2,0.41417682342221,-397.4
"8825","1","MAR2006",0,"SD",42,"1","H",0,3400,17,1,35,11.58,3,17.2866666666667,1581,0.1471542134,80.4375,2,1,0,"3",1,0.465,-1819
"8827","0","MAR2006",0,"SO",23,"3","R",2,600,2,3,75,12.83,0,27.9991111111111,186,0.0937982637,72.875,2,3,0,"3",1,0.31,-414
"8828","1","MAR2006",0,"SC",19,"1","P",0,1205.66666666667,17,2,6.38666666666667,16.2333333333333,2,20.7333333333333,549.703333333333,0.2535349838,78.28125,1,2,0,"3",1.42,0.359663350467439,-998.873333333333
"8829","1","MAR2006",0,"SB",25,"1","R",1.29333333333333,652.333333333333,6,1,0,2.85,0.536666666666667,6.49333333333333,551.653333333333,0.0886421348,57.8671875,0,1,0,"3",12,0.517820590407792,-520.683333333333
"8832","1","MAR2006",0,"SA",23,"1","R",0.0066666666666436,876,26.2116666666667,1.06666666666667,12.4466666666667,2.96666666666667,0.893333333333333,6.36444444444444,615.46,0,44.9014778645833,0,0,1.51999999999926,"4",12,0.506442013499084,-616.373333333333
"8835","1","MAR2006",60,"SH",18,"0","P",-2.44678351653723e-14,652.666666666667,18.634,1.05333333333333,6.60666666666667,7,0,11,336.82,0.1040786547,65.40625,0,0,-8.95852281246334e-13,"5",12,0.381795765569281,-559.166666666667
"8836","0","MAR2006",1,"SL",19,"1","P",0,50,9,2,97.4933333333333,2,0,10,31,0.0080232088,70.625,1,2,0,"3",1.91333333333333,0.62,-19
"8840","1","MAR2006",0,"SN",29,"2","H",0,1800,18,5,0,9.97333333333333,11,2,1580,0.0977995289,73.203125,2,2,19,"3",1,0.877777777777778,-220
"8841","1","MAR2006",0,"SO",18,"0","P",0.00666666666664243,323.111111111111,14.6533333333333,1.04666666666667,3.94666666666667,16,0.306666666666667,30,188.293333333333,0.0055676236,62.5859375,0,0,-9.36211108637508e-13,"5",12,0.381394436045097,-333.706666666667
"8842","1","MAR2006",120,"SD",18,"1","R",0,396.8,29,1,29.5666666666667,11.84,0.486666666666667,23.7266666666667,401.34,0.0481217697,75.828125,0,1,0,"3",12,0.48271108234785,-411.426666666667
